C4H10_28r18, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Y Velocity[A/fs],-0.258935,0.281705,0.246178,-0.237879,-1.031153,-0.237252,-0.191948,0.285949,0.860009,0.924178,0.169603,-0.991439,-0.176081,-0.026995,
Z Velocity[A/fs],0.029227,-0.202087,0.239143,-0.090778,-0.372298,0.883083,-0.307833,-1.067926,0.257141,-0.070132,1.094977,0.338471,-0.960870,0.189289,
Speed[A/fs],0.400854,0.399426,0.403399,0.387494,1.114626,1.108906,1.127344,1.138637,1.095729,1.093969,1.108245,1.064064,1.121413,1.037060,
,,,,,,,,,,,,,,,
C4H10_28r29, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.07180063039885984, 0.06969581550634706, 0.1246160952658539, 0.03103672495037747, 0.0003505137122753812, 4.104795978225651e-06, 0.0006521468327852298, 0.0003256851181993761, 0.001224020816720852, 0.0005283057409244258, 0.0008704850082958727, 0.0001317135217366131, 0.0004077377552633545, 0.09312314277037209, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 25.000000, 23.000000, 23.000000, 24.000000, 24.000000, 23.000000, 23.500000, 24.000000, 22.500000, 
Density Sum, 0.3947671221939898,,,,,,,,,,,,,,
X Velocity[A/fs],-0.295194,-0.191620,0.196723,0.285030,-0.289135,-0.659808,-1.073710,-0.191862,-0.646162,0.688750,0.111382,0.172234,0.555750,0.991722,
Y Velocity[A/fs],-0.244493,0.277744,0.241150,-0.231502,-1.050438,-0.148644,-0.099816,0.195531,0.899053,0.889416,0.118911,-0.976082,-0.217591,-0.139733,
Z Velocity[A/fs],0.045890,-0.235819,0.260334,-0.105410,-0.160317,0.865973,-0.322847,-1.081319,0.197851,-0.230750,1.081675,0.440084,-0.959058,0.194072,
Speed[A/fs],0.386034,0.411668,0.405743,0.382030,1.101236,1.098796,1.125632,1.115479,1.124707,1.148339,1.093877,1.084470,1.129600,1.020148,
,,,,,,,,,,,,,,,
C4H10_28r2, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.07150553701383618, 0.09356266080160749, 0.1589166383901891, 0.03057076220988705, 0.0003051835803588794, 0.0007275898427395199, 0.001308387352003209, 0.0003139353943587994, 0.001042607835911604, 0.000812951223261651, 0.0009921584304286334, 0.0002411974623785781, 2.373415582922255e-05, 0.1397512219786265, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 24.000000, 22.500000, 23.000000, 24.000000, 24.000000, 23.000000, 23.500000, 24.500000, 22.500000, 
Density Sum, 0.5000745656714165,,,,,,,,,,,,,,
X Velocity[A/fs],-0.288468,-0.190834,0.180642,0.299468,-0.340349,-0.562762,-0.999242,-0.158366,-0.614906,0.677096,0.028970,0.101398,0.596866,1.034292,
Y Velocity[A/fs],-0.258705,0.256380,0.257079,-0.251845,-0.981796,-0.178886,-0.027332,0.241967,0.915441,0.904226,0.259575,-1.010368,-0.319500,-0.062711,
Z Velocity[A/fs],0.041915,-0.255110,0.235119,-0.030522,-0.380693,0.919655,-0.157823,-1.074340,0.266129,-0.177808,1.059712,0.387545,-0.930007,0.151699,
Speed[A/fs],0.389742,0.408937,0.392431,0.392477,1.106657,1.092916,1.011998,1.112580,1.134445,1.143547,1.091424,1.086883,1.150323,1.047237,
,,,,,,,,,,,,,,,
C4H10_28r20, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.08414122666924366, 0.08752273538638577, 0.1675854680235253, 0.03360822670903517, 0.001538360809445089, 0.000585222528649595, 0.001235344416275329, 0.0004459370187936144, 0.001316265438647254, 0.0005607370143648745, 0.0008963675515715655, 0.001649855477275763, 0.0006254721266890266, 0.1286853409002894, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.500000, 24.500000, 22.500000, 23.000000, 24.000000, 24.000000, 23.000000, 23.000000, 24.000000, 22.500000, 
Density Sum, 0.5103965600701915,,,,,,,,,,,,,,
X Velocity[A/fs],-0.283801,-0.171094,0.210449,0.293865,-0.363268,-0.491703,-0.989126,-0.164372,-0.638468,0.676206,0.039835,0.093348,0.584762,1.021374,
Y Velocity[A/fs],-0.256161,0.263340,0.232500,-0.234339,-0.933592,-0.284099,-0.003835,0.347488,0.905441,0.918759,0.249111,-1.000076,-0.202116,-0.133452,
Z Velocity[A/fs],0.052415,-0.209142,0.268254,-0.106032,-0.490602,0.929021,-0.177560,-1.062480,0.175924,-0.187145,1.082524,0.291470,-0.932335,0.241573,
Speed[A/fs],0.385887,0.377308,0.412680,0.390530,1.115459,1.088836,1.004944,1.129880,1.121791,1.156026,1.111531,1.045859,1.118948,1.058004,
,,,,,,,,,,,,,,,
C4H10_28r28, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.05980870127095982, 0.08500797771290189, 0.1157508429273552, 0.03678674298257233, 0.0003407193715106466, 6.937230263427404e-06, 0.00127698164234596, 0.0003124553437916747, 0.002500783857667814, 0.0005692847185085514, 0.000714400210807635, 0.0002998081975061336, 2.029056596799437e-05, 0.1152329999218696, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.000000, 25.000000, 22.500000, 23.000000, 23.500000, 24.000000, 23.000000, 24.000000, 24.500000, 22.500000, 
Density Sum, 0.4186289259540286,,,,,,,,,,,,,,
X Velocity[A/fs],-0.277996,-0.186973,0.195634,0.308140,-0.260893,-0.655839,-0.979843,-0.100671,-0.695509,0.685518,-0.077835,0.182247,0.684651,1.037961,
Y Velocity[A/fs],-0.265176,0.269534,0.251457,-0.252044,-0.997787,-0.229860,-0.091674,0.196158,0.935552,0.919225,0.250586,-0.937267,-0.251990,-0.105177,
Z Velocity[A/fs],0.031428,-0.222739,0.238300,-0.046221,-0.399456,0.886372,-0.237270,-1.095099,0.073003,-0.144204,1.087666,0.600198,-0.914965,0.243237,
Speed[A/fs],0.385471,0.396510,0.397857,0.400765,1.105988,1.126329,1.012321,1.117074,1.168041,1.155727,1.118869,1.127795,1.170216,1.071256,
,,,,,,,,,,,,,,,
C4H10_28r46, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.03591991182750626, 0.1076186076710384, 0.180721415514256, 0.07683760910467316, 0.000286316207337286, 9.282954109405742e-06, 0.00126464047815593, 0.0003355316952978596, 0.00205572695545885, 8.839966335096463e-05, 0.0007809534452854075, 0.001954989829016584, 2.354520254577178e-05, 0.1096993648312869, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.000000, 25.000000, 22.500000, 23.000000, 23.500000, 23.500000, 23.000000, 23.000000, 24.500000, 22.500000, 
Density Sum, 0.5175962953793189,,,,,,,,,,,,,,
X Velocity[A/fs],-0.282136,-0.162424,0.196654,0.307129,-0.275574,-0.735589,-0.960932,-0.227825,-0.655447,0.546778,0.040423,0.060340,0.630483,1.043087,
Y Velocity[A/fs],-0.235604,0.229807,0.256397,-0.245292,-1.013728,-0.029975,-0.091822,0.123112,0.935040,0.915409,0.228455,-1.003319,-0.285397,-0.058651,
Z Velocity[A/fs],0.103282,-0.260053,0.236185,-0.038698,-0.330191,0.810994,-0.303548,-1.091848,0.096633,-0.123836,1.088850,0.405208,-0.915635,0.207056,
Speed[A/fs],0.381808,0.383172,0.400245,0.394960,1.101187,1.095309,1.011910,1.122138,1.145970,1.073441,1.113292,1.083736,1.147758,1.065055,
,,,,,,,,,,,,,,,
C4H10_28r26, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.06056754133991128, 0.06650557944484282, 0.1279356754338113, 0.06761528295735324, 0.0009376148194650906, 0.000499365664798665, 0.001622813463245259, 0.000442930246229593, 0.00187706742436069, 6.975821558368421e-05, 0.0008268523855016696, 0.002703948816496968, 2.184283722065551e-05, 0.09611397389099412, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.500000, 24.500000, 22.500000, 23.000000, 23.500000, 23.500000, 23.000000, 23.000000, 24.500000, 22.500000, 
Density Sum, 0.4277402469398152,,,,,,,,,,,,,,
X Velocity[A/fs],-0.306280,-0.184915,0.193904,0.293271,-0.259046,-0.457433,-0.979871,-0.130429,-0.661875,0.554458,-0.073261,0.141866,0.590496,1.030099,
Y Velocity[A/fs],-0.261780,0.264719,0.272799,-0.262639,-0.984013,-0.287262,-0.013931,0.176665,0.918873,0.916385,0.268704,-0.978477,-0.353185,0.046514,
Z Velocity[A/fs],0.034700,-0.211419,0.222591,-0.032429,-0.462181,0.929230,-0.210019,-1.087611,0.141260,-0.133676,1.060577,0.414405,-0.937357,0.148357,
Speed[A/fs],0.404402,0.385964,0.401951,0.395017,1.117585,1.074817,1.002223,1.109559,1.141210,1.079377,1.096537,1.072042,1.162783,1.041766,
,,,,,,,,,,,,,,,
C4H10_28r8, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.08100097282802769, 0.1210130079508003, 0.1307003324361712, 0.04161243948197931, 0.00032498874729441, 0.0007962929379161983, 0.0009006805016134437, 0.0003032827432895362, 0.001897935581355114, 0.0009744178345956325, 0.00132667863869821, 0.0002255126312682009, 0.0006893235200477716, 0.2282244718098607, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 24.000000, 22.500000, 23.000000, 24.000000, 24.000000, 23.000000, 23.500000, 24.000000, 22.500000, 
Density Sum, 0.6099903376429178,,,,,,,,,,,,,,
X Velocity[A/fs],-0.305838,-0.198615,0.183647,0.305631,-0.263459,-0.517146,-0.971492,-0.218872,-0.659788,0.710157,0.117942,0.168611,0.480727,1.056679,
Y Velocity[A/fs],-0.247872,0.270140,0.252485,-0.238670,-1.006173,-0.207451,-0.139698,0.282438,0.879565,0.895877,0.238015,-0.943355,-0.363869,-0.056307,
Z Velocity[A/fs],0.034705,-0.233031,0.238148,-0.051314,-0.330660,0.942894,-0.212804,-1.067674,0.175289,-0.115710,1.070415,0.521091,-0.933821,0.124874,
Speed[A/fs],0.395199,0.408322,0.392670,0.391161,1.091389,1.095229,1.004290,1.125879,1.113409,1.149046,1.102883,1.090818,1.111540,1.065521,
,,,,,,,,,,,,,,,
C4H10_28r44, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.08292049465658868, 0.07567286212654757, 0.1102516676820676, 0.03614743737683134, 0.0003970120765976538, 0.0002858440541966833, 0.001183545225340289, 0.0004334466602317988, 0.001605786470753413, 7.972989924137144e-05, 0.0008993865644557156, 0.0002062530033973407, 7.475551148974205e-05, 0.1208521272404547, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.000000, 24.500000, 22.500000, 23.000000, 24.000000, 23.500000, 23.000000, 23.500000, 23.500000, 22.500000, 
Density Sum, 0.431010348548194,,,,,,,,,,,,,,
X Velocity[A/fs],-0.277093,-0.180606,0.213449,0.304278,-0.291480,-0.589719,-0.979743,-0.150324,-0.678247,0.491850,0.030027,0.178282,0.352468,1.022091,
Y Velocity[A/fs],-0.252173,0.277395,0.240736,-0.233151,-1.007200,-0.149262,-0.096798,0.232219,0.867269,0.943980,0.092810,-0.952292,-0.374656,-0.016378,
Z Velocity[A/fs],0.041625,-0.220002,0.246085,-0.109218,-0.328272,0.898306,-0.172794,-1.089729,0.133011,-0.083565,1.095139,0.493405,-0.964132,0.103505,
Speed[A/fs],0.376967,0.397451,0.405059,0.398589,1.098715,1.084897,0.999562,1.124292,1.108994,1.067707,1.099475,1.087241,1.092772,1.027449,
,,,,,,,,,,,,,,,
C4H10_28r6, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.06685037735032942, 0.06463266819230054, 0.1062529385085531, 0.04073578671823133, 0.0003272653453052751, 0.0003456232351854174, 0.00125062497243219, 0.0004361470243960762, 0.001293354107925212, 0.0006683932212644007, 0.0007937667960665684, 0.001576700468749592, 9.280462100280235e-05, 0.1304319269839878, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 24.500000, 22.500000, 23.000000, 24.000000, 24.000000, 23.000000, 23.000000, 23.500000, 22.500000, 
Density Sum, 0.4156883775457297,,,,,,,,,,,,,,
X Velocity[A/fs],-0.305193,-0.198766,0.197806,0.294574,-0.326675,-0.564879,-0.985879,-0.148761,-0.572536,0.734675,0.076504,0.097430,0.419143,1.007988,
Y Velocity[A/fs],-0.256485,0.276643,0.233165,-0.222482,-1.014654,-0.152386,-0.033664,0.320152,0.910877,0.873309,0.155920,-0.998181,-0.249222,-0.116016,
Z Velocity[A/fs],0.045388,-0.210908,0.249439,-0.135973,-0.273604,0.901154,-0.284470,-1.068875,0.313079,-0.102565,1.072758,0.334318,-0.957107,0.201766,
Speed[A/fs],0.401233,0.400651,0.394605,0.393396,1.100499,1.074425,1.026652,1.125664,1.120497,1.145834,1.086726,1.057178,1.074172,1.034509,
,,,,,,,,,,,,,,,
C4H10_28r39, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.06068887363060941, 0.1006630016864141, 0.1879925209393546, 0.04983792502081192, 0.001080037967915618, 0.0004465407938406245, 0.001259323810288407, 0.0004651587935171906, 0.001518962818068265, 0.0007218512881840263, 0.0006678398858147166, 0.002783932031373144, 2.76030114213617e-05, 0.01481418779383158, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.500000, 24.500000, 22.500000, 23.000000, 24.000000, 24.000000, 23.000000, 23.000000, 24.500000, 23.000000, 
Density Sum, 0.422967759471445,,,,,,,,,,,,,,
X Velocity[A/fs],-0.290562,-0.168357,0.184261,0.311239,-0.197445,-0.517005,-0.976653,-0.175909,-0.603894,0.718866,-0.086016,0.134958,0.764969,0.916356,
Y Velocity[A/fs],-0.254389,0.255256,0.247731,-0.237106,-1.015891,-0.271270,-0.049185,0.240848,0.913381,0.874709,0.233496,-0.996020,-0.107296,-0.075318,
Z Velocity[A/fs],0.029330,-0.232876,0.241247,-0.050559,-0.428313,0.907324,-0.210745,-1.080521,0.203655,-0.163082,1.083762,0.330162,-0.885079,0.376739,
Speed[A/fs],0.387299,0.384358,0.391820,0.394519,1.120032,1.078943,1.000342,1.120927,1.113745,1.143888,1.111962,1.057959,1.174758,0.993636,
,,,,,,,,,,,,,,,
C4H10_28r5, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.04267053072641673, 0.07937305011386794, 0.1004572849030443, 0.05335827869469295, 0.0003226724706599186, 0.001212307930105868, 0.001364430874167688, 0.0003354442470936638, 0.00272178829404663, 7.775898093509588e-05, 0.001197927565163171, 0.0003857994597555225, 8.170762537900067e-05, 0.1301712448703662, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 24.000000, 22.500000, 23.000000, 23.500000, 23.500000, 23.000000, 24.000000, 23.500000, 22.500000, 
Density Sum, 0.4137302267556947,,,,,,,,,,,,,,
X Velocity[A/fs],-0.290287,-0.206729,0.207186,0.279715,-0.239529,-0.569267,-0.978667,-0.258262,-0.678459,0.543352,0.119979,0.366610,0.365704,1.008063,
Y Velocity[A/fs],-0.243796,0.251840,0.235734,-0.228534,-1.019374,-0.199260,-0.076779,0.181145,0.924840,0.914084,0.196648,-0.926391,-0.278080,-0.022348,
Z Velocity[A/fs],0.119561,-0.236432,0.249505,-0.139427,-0.306432,0.910203,-0.225035,-1.089094,0.170640,-0.207524,1.055620,0.447104,-0.959272,0.115496,
Speed[A/fs],0.397490,0.402568,0.400935,0.387179,1.091054,1.091897,1.007136,1.133860,1.159635,1.083442,1.080463,1.092019,1.063612,1.014903,
,,,,,,,,,,,,,,,
C4H10_28r38, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.05339083858341283, 0.1151330414652073, 0.1635503768895448, 0.03429701538278675, 0.001788220663280778, 0.0004081961753072343, 0.001128324487519886, 0.0002912554802633671, 0.002015005710347224, 7.753687352955271e-05, 0.0009672702804481731, 0.002537520586188389, 4.050511305146921e-05, 0.02126853613642189, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.500000, 24.500000, 22.500000, 23.000000, 24.000000, 23.500000, 23.000000, 23.000000, 24.500000, 23.000000, 
Density Sum, 0.3968936438273097,,,,,,,,,,,,,,
X Velocity[A/fs],-0.291167,-0.184237,0.184834,0.310704,-0.377070,-0.490815,-0.988782,-0.170949,-0.665837,0.501476,0.067564,0.074036,0.719766,0.913496,
Y Velocity[A/fs],-0.247104,0.276041,0.252801,-0.244860,-0.984078,-0.229363,-0.091723,0.144055,0.875853,0.949720,0.135761,-1.038597,-0.117136,-0.110848,
Z Velocity[A/fs],0.040754,-0.233945,0.240578,-0.052813,-0.375039,0.938338,-0.208091,-1.108016,0.138205,-0.080233,1.092425,0.195289,-0.906484,0.402449,
Speed[A/fs],0.384056,0.406044,0.394905,0.399102,1.118591,1.083506,1.014596,1.130342,1.108854,1.076979,1.102900,1.059388,1.163399,1.004354,
,,,,,,,,,,,,,,,
C4H10_28r31, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.06768888759002617, 0.09297663826431687, 0.1275412941464569, 0.04564241266784264, 0.0003155636481440506, 6.145481383410352e-06, 0.001139207332637583, 0.0003031569578178785, 0.002627113558778581, 8.024309274803433e-05, 0.0007641150784310124, 0.001539554606649436, 0.0006018064800609443, 0.1184004833582803, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 25.000000, 22.500000, 23.000000, 23.500000, 23.500000, 23.000000, 23.000000, 24.000000, 22.500000, 
Density Sum, 0.4596266222635738,,,,,,,,,,,,,,
X Velocity[A/fs],-0.298490,-0.195520,0.194862,0.292506,-0.259272,-0.697966,-0.952108,-0.211392,-0.677903,0.537537,0.049867,0.161788,0.602657,1.015107,
Y Velocity[A/fs],-0.258715,0.279197,0.233410,-0.242397,-1.055545,-0.088954,-0.133406,0.150113,0.919751,0.937022,0.097486,-0.993075,-0.099573,-0.099774,
Z Velocity[A/fs],0.040768,-0.219326,0.254937,-0.108131,-0.220880,0.846325,-0.301564,-1.105858,0.159172,0.052951,1.079760,0.356110,-0.946026,0.196671,
Speed[A/fs],0.397104,0.405318,0.396793,0.394979,1.109137,1.100607,1.007595,1.135845,1.153616,1.081554,1.085298,1.067327,1.126089,1.038786,
,,,,,,,,,,,,,,,
C4H10_28r33, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.04271663571033758, 0.08843673577596561, 0.1402224280938294, 0.07598967079271805, 0.0007902719681184761, 0.0004935921782771329, 0.001578282545329676, 0.0003980103740837075, 0.001851394604120305, 7.903069264461214e-05, 0.0007733718793859044, 0.001820617705603308, 2.076705567027297e-05, 0.09949200895647752, 
Time[fs], 27.500000, 27.500000, 27.500000, 27.500000, 23.500000, 24.500000, 22.500000, 23.000000, 24.000000, 23.500000, 23.000000, 23.000000, 24.500000, 22.500000, 
Density Sum, 0.4546628183325616,,,,,,,,,,,,,,
X Velocity[A/fs],-0.294548,-0.158074,0.191259,0.302804,-0.254662,-0.536753,-0.984016,-0.187281,-0.616910,0.503375,0.019662,0.129047,0.719443,0.998139,
Y Velocity[A/fs],-0.249309,0.258638,0.256526,-0.248879,-1.012451,-0.267770,-0.101563,0.218739,0.910254,0.952887,0.148068,-1.031906,-0.196240,-0.053879,
Z Velocity[A/fs],0.036662,-0.241481,0.239746,-0.041719,-0.404610,0.901891,-0.162649,-1.097177,0.101661,-0.073091,1.116000,0.309326,-0.891086,0.289310,
Speed[A/fs],0.387631,0.387549,0.399830,0.394172,1.119651,1.083149,1.002526,1.134336,1.104299,1.080149,1.125951,1.084973,1.161957,1.040617,
,,,,,,,,,,,,,,,
C4H10_28r50, C[0], C[1], C[2], C[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], H[11], H[12], H[13], 
Densities, 0.06116410253245094, 0.09085876750752034, 0.1153749737130188, 0.04450526580625018, 0.000337221753354747, 0.000331941936417173, 0.0005349447902723989, 0.000272659201971515, 0.001928293450645649, 0.000111731372568247, 0.000816071949193718, 0.002557222818644385, 2.465351073479092e-05, 0.1226141641686105, 
Time[fs], 28.000000, 28.000000, 28.000000, 28.000000, 23.000000, 24.500000, 23.000000, 23.000000, 24.000000, 23.500000, 23.000000, 23.000000, 24.500000, 22.500000, 
Density Sum, 0.4414320145116533,,,,,,,,,,,,,,
X Velocity[A/fs],-0.288885,-0.205183,0.196425,0.296789,-0.243985,-0.630414,-1.066250,-0.190725,-0.655827,0.538155,0.036786,0.122334,0.691186,0.998707,
