r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Z Velocity[A/fs],   0.104675,  -0.286704,   0.282587,  -0.098417,  -0.226579,   0.779101,  -0.259640,  -0.859434,   0.088383,  -0.121980,   0.849893,   0.221825,  -0.767855,   0.238171,  
Speed[A/fs],   0.500566,   0.478890,   0.487213,   0.498762,   0.854913,   0.876914,   0.887788,   0.894167,   0.913298,   0.918881,   0.866028,   0.856842,   0.877304,   0.785634,  
 
r_seed=63,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.731000,  25.080000,  25.608000,  22.467000,  10.027000,  10.628000,   9.446000,   9.593000,  10.100000,  10.097000,   9.485000,  10.009000,  10.769000,  10.703000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.368056,  -0.237700,   0.235022,   0.372805,  -0.123414,  -0.322775,  -0.851785,  -0.139913,  -0.447174,   0.435427,   0.142708,   0.155281,   0.412427,   0.738039,  
Y Velocity[A/fs],  -0.312084,   0.329336,   0.321432,  -0.320092,  -0.803448,  -0.158418,  -0.032791,   0.153595,   0.789698,   0.791857,   0.170665,  -0.807690,  -0.115065,  -0.043281, 
Z Velocity[A/fs],   0.092053,  -0.272408,   0.271859,  -0.105572,  -0.251909,   0.778812,  -0.259848,  -0.861170,   0.119905,  -0.115685,   0.863730,   0.227882,  -0.766692,   0.280045,  
Speed[A/fs],   0.491260,   0.489050,   0.482142,   0.502581,   0.851010,   0.857804,   0.891142,   0.885878,   0.915404,   0.911052,   0.891920,   0.853467,   0.878153,   0.790569,  
 
r_seed=64,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.378000,  26.293000,  24.850000,  22.249000,  10.141000,  10.516000,   9.516000,   9.614000,  10.186000,  10.130000,   9.726000,   9.907000,  10.987000,  10.551000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373673,  -0.236264,   0.227300,   0.376876,  -0.117176,  -0.357082,  -0.840755,  -0.123246,  -0.474592,   0.473905,   0.086495,   0.130875,   0.432307,   0.743693,  
Y Velocity[A/fs],  -0.308596,   0.313026,   0.332662,  -0.315375,  -0.796543,  -0.103529,  -0.071505,   0.143134,   0.777854,   0.779881,   0.145600,  -0.808251,  -0.113208,  -0.023235, 
Z Velocity[A/fs],   0.111736,  -0.285022,   0.271303,  -0.090863,  -0.232983,   0.785820,  -0.303162,  -0.860742,   0.106114,  -0.119541,   0.851691,   0.244691,  -0.751317,   0.278559,  
Speed[A/fs],   0.497341,   0.484813,   0.485731,   0.499753,   0.838148,   0.869332,   0.896599,   0.881223,   0.917363,   0.920376,   0.868365,   0.854559,   0.874175,   0.794490,  
 
r_seed=65,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.408000,  26.166000,  25.963000,  22.581000,   9.957000,  10.791000,   9.576000,   9.654000,  10.181000,  10.267000,   9.381000,  10.038000,  10.878000,  10.442000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374126,  -0.225832,   0.229114,   0.372013,  -0.132070,  -0.388926,  -0.842614,  -0.086758,  -0.419520,   0.476896,   0.119125,   0.139800,   0.385052,   0.760413,  
Y Velocity[A/fs],  -0.308793,   0.316188,   0.318048,  -0.314614,  -0.812555,  -0.097925,  -0.020953,   0.191720,   0.780423,   0.771102,   0.131069,  -0.802850,  -0.175879,  -0.066971, 
Z Velocity[A/fs],   0.103174,  -0.284461,   0.296248,  -0.106674,  -0.205039,   0.770653,  -0.285112,  -0.857856,   0.184384,  -0.114591,   0.874285,   0.248611,  -0.765816,   0.219224,  
Speed[A/fs],   0.495952,   0.481553,   0.491336,   0.498754,   0.848369,   0.868769,   0.889790,   0.883290,   0.905016,   0.913870,   0.892045,   0.852010,   0.875027,   0.794212,  
 
r_seed=66,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.082000,  25.133000,  26.409000,  22.348000,  10.006000,  10.656000,   9.420000,   9.652000,  10.069000,  10.341000,   9.676000,   9.963000,  10.688000,  10.387000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378964,  -0.235931,   0.227780,   0.375199,  -0.129445,  -0.407531,  -0.844207,  -0.122587,  -0.445433,   0.475025,   0.132926,   0.144496,   0.405937,   0.760323,  
Y Velocity[A/fs],  -0.304883,   0.329210,   0.312150,  -0.318184,  -0.805080,  -0.099532,  -0.029296,   0.168291,   0.788351,   0.769645,   0.088562,  -0.808619,  -0.124218,  -0.021680, 
Z Velocity[A/fs],   0.093683,  -0.276396,   0.278719,  -0.109123,  -0.206769,   0.771096,  -0.311070,  -0.857180,   0.135579,  -0.109737,   0.855649,   0.212982,  -0.772360,   0.217307,  
Speed[A/fs],   0.495322,   0.490344,   0.476451,   0.503908,   0.841227,   0.877825,   0.900171,   0.882104,   0.915582,   0.911067,   0.870429,   0.848591,   0.881337,   0.791065,  
 
r_seed=67,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.447000,  25.568000,  26.185000,  21.593000,   9.854000,  10.622000,   9.450000,   9.630000,   9.888000,  10.139000,   9.651000,  10.036000,  10.666000,  10.735000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372752,  -0.230057,   0.224939,   0.389105,  -0.150653,  -0.370199,  -0.851413,  -0.095241,  -0.442138,   0.464912,   0.116927,   0.128683,   0.364255,   0.741766,  
Y Velocity[A/fs],  -0.302951,   0.322809,   0.315589,  -0.307061,  -0.819769,  -0.125604,  -0.039763,   0.130818,   0.801232,   0.781639,   0.129046,  -0.803207,  -0.163266,  -0.007433, 
Z Velocity[A/fs],   0.107054,  -0.282466,   0.286472,  -0.100187,  -0.176331,   0.782038,  -0.261761,  -0.859727,   0.075232,  -0.105859,   0.860488,   0.187566,  -0.774141,   0.274982,  
Speed[A/fs],   0.492122,   0.486743,   0.481933,   0.505694,   0.851944,   0.874304,   0.891630,   0.874823,   0.918215,   0.915592,   0.877932,   0.834795,   0.870995,   0.791130,  
 
r_seed=68,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.476000,  25.673000,  26.272000,  22.568000,   9.873000,  10.570000,   9.585000,   9.363000,  10.035000,  10.262000,   9.515000,  10.371000,  10.653000,  10.683000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372896,  -0.240105,   0.225472,   0.372310,  -0.122047,  -0.392113,  -0.837167,  -0.128801,  -0.448145,   0.466336,   0.120436,   0.127686,   0.355814,   0.740879,  
Y Velocity[A/fs],  -0.306008,   0.322158,   0.314350,  -0.325138,  -0.816643,  -0.126715,  -0.052201,   0.191481,   0.786921,   0.774699,   0.193881,  -0.775040,  -0.122045,  -0.008043, 
Z Velocity[A/fs],   0.108144,  -0.286418,   0.273176,  -0.106306,  -0.198494,   0.778765,  -0.297540,  -0.870112,   0.127991,  -0.099611,   0.860854,   0.309715,  -0.774144,   0.249927,  
Speed[A/fs],   0.494355,   0.493428,   0.473581,   0.505599,   0.849235,   0.881070,   0.890003,   0.900195,   0.914582,   0.909697,   0.890597,   0.844343,   0.860696,   0.781940,  
 
r_seed=69,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  21.868000,  26.024000,  25.969000,  22.469000,  10.062000,  10.707000,   9.197000,   9.525000,  10.165000,   9.978000,   9.560000,  10.008000,  10.746000,  10.466000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.384019,  -0.222946,   0.236725,   0.372879,  -0.136746,  -0.361961,  -0.866180,  -0.099989,  -0.443049,   0.461436,   0.140832,   0.134256,   0.370174,   0.756107,  
Y Velocity[A/fs],  -0.296815,   0.318542,   0.317367,  -0.324905,  -0.802020,  -0.143472,  -0.031633,   0.133164,   0.783683,   0.791047,   0.160703,  -0.807541,  -0.142969,   0.019972, 
Z Velocity[A/fs],   0.094405,  -0.282634,   0.281152,  -0.107661,  -0.214992,   0.774051,  -0.251213,  -0.864964,   0.102132,  -0.096830,   0.861226,   0.212603,  -0.773200,   0.206073,  
Speed[A/fs],   0.494452,   0.480683,   0.485599,   0.506155,   0.841521,   0.866461,   0.902428,   0.880848,   0.906026,   0.920898,   0.887338,   0.845782,   0.869084,   0.783940,  
 
r_seed=70,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.816000,  25.422000,  26.039000,  22.241000,   9.713000,  10.389000,   9.556000,   9.543000,  10.236000,  10.256000,   9.698000,  10.210000,  10.703000,  10.316000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.366094,  -0.245353,   0.222772,   0.376992,  -0.127660,  -0.364904,  -0.837430,  -0.124102,  -0.462800,   0.447978,   0.136656,   0.157237,   0.372476,   0.765958,  
Y Velocity[A/fs],  -0.315567,   0.324607,   0.316976,  -0.316720,  -0.826586,  -0.136091,  -0.029670,   0.148478,   0.770005,   0.772134,   0.184177,  -0.791191,  -0.138676,  -0.012767, 
Z Velocity[A/fs],   0.108184,  -0.279592,   0.276899,  -0.098771,  -0.183611,   0.789575,  -0.288036,  -0.860659,   0.185254,  -0.165293,   0.853107,   0.251420,  -0.771624,   0.205662,  
Speed[A/fs],   0.495289,   0.493700,   0.476208,   0.502185,   0.856303,   0.880400,   0.886078,   0.882146,   0.917284,   0.907853,   0.883395,   0.844937,   0.867971,   0.793190,  
 
r_seed=71,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.166000,  25.955000,  26.456000,  22.214000,   9.940000,  10.446000,   9.473000,   9.769000,  10.078000,  10.452000,   9.710000,  10.017000,  10.416000,  10.397000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.377229,  -0.236637,   0.232496,   0.377335,  -0.145556,  -0.361797,  -0.847567,  -0.061519,  -0.452243,   0.495181,   0.130721,   0.125861,   0.394973,   0.756165,  
Y Velocity[A/fs],  -0.309358,   0.318644,   0.311831,  -0.318358,  -0.805461,  -0.136388,  -0.012323,   0.161886,   0.788581,   0.762372,   0.172747,  -0.801788,  -0.142806,  -0.073330, 
Z Velocity[A/fs],   0.106286,  -0.273564,   0.277394,  -0.113669,  -0.251943,   0.786982,  -0.269787,  -0.849379,   0.096138,  -0.096435,   0.852892,   0.228000,  -0.784286,   0.238661,  
Speed[A/fs],   0.499300,   0.482046,   0.477746,   0.506610,   0.856405,   0.876835,   0.889555,   0.866854,   0.914126,   0.914174,   0.879974,   0.843023,   0.889664,   0.796318,  
 
r_seed=72,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.527000,  26.501000,  25.361000,  22.592000,  10.216000,  10.694000,   9.339000,   9.595000,  10.383000,  10.327000,   9.582000,   9.766000,  10.720000,  10.412000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371278,  -0.232622,   0.223384,   0.371530,  -0.118687,  -0.357170,  -0.854127,  -0.123151,  -0.476595,   0.472335,   0.133898,   0.166683,   0.372494,   0.754687,  
Y Velocity[A/fs],  -0.310883,   0.310462,   0.325923,  -0.319601,  -0.786882,  -0.152001,  -0.052593,   0.158166,   0.768721,   0.766601,   0.157858,  -0.823029,  -0.134499,  -0.045693, 
Z Velocity[A/fs],   0.117467,  -0.289177,   0.283465,  -0.091516,  -0.281717,   0.779142,  -0.264079,  -0.861644,   0.103915,  -0.143901,   0.860604,   0.221233,  -0.769006,   0.244699,  
Speed[A/fs],   0.498291,   0.483862,   0.486290,   0.498553,   0.844177,   0.870482,   0.895565,   0.884655,   0.910424,   0.911858,   0.885148,   0.868392,   0.864992,   0.794682,  
 
r_seed=73,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.632000,  26.584000,  25.339000,  22.233000,  10.286000,  10.530000,   9.443000,   9.543000,  10.259000,  10.697000,   9.718000,   9.966000,  10.690000,  10.611000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369548,  -0.239239,   0.227763,   0.377443,  -0.123588,  -0.377797,  -0.853479,  -0.102008,  -0.446556,   0.512190,   0.089779,   0.153357,   0.381504,   0.749131,  
Y Velocity[A/fs],  -0.310284,   0.310178,   0.326746,  -0.318779,  -0.788347,  -0.161938,  -0.055308,   0.138959,   0.777256,   0.749338,   0.180704,  -0.804793,  -0.135897,   0.012230, 
Z Velocity[A/fs],   0.115747,  -0.290620,   0.266863,  -0.100555,  -0.272796,   0.784174,  -0.259043,  -0.866080,   0.135855,  -0.142682,   0.852225,   0.270033,  -0.773104,   0.236666,  
Speed[A/fs],   0.496225,   0.487756,   0.479432,   0.504177,   0.843316,   0.885372,   0.893638,   0.883068,   0.906640,   0.918805,   0.875787,   0.862629,   0.872756,   0.785721,  
 
r_seed=74,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.538000,  25.770000,  25.836000,  21.963000,   9.806000,  10.538000,   9.585000,   9.595000,  10.437000,  10.336000,   9.782000,  10.136000,  10.721000,  10.381000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.370773,  -0.233027,   0.227201,   0.381146,  -0.106607,  -0.382584,  -0.843356,  -0.087102,  -0.482642,   0.494807,   0.123150,   0.152401,   0.360289,   0.760186,  
Y Velocity[A/fs],  -0.308673,   0.320240,   0.318827,  -0.314730,  -0.818441,  -0.149806,  -0.042439,   0.179165,   0.757085,   0.764528,   0.202899,  -0.793538,  -0.146177,  -0.038190, 
Z Velocity[A/fs],   0.102880,  -0.284380,   0.278272,  -0.104332,  -0.195478,   0.781841,  -0.268875,  -0.859110,   0.175774,  -0.133473,   0.849587,   0.253774,  -0.774144,   0.232951,  
Speed[A/fs],   0.493291,   0.487573,   0.480319,   0.505185,   0.848188,   0.883226,   0.886196,   0.881906,   0.914887,   0.920409,   0.882118,   0.846953,   0.866300,   0.795995,  
 
r_seed=75,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.526000,  26.235000,  24.898000,  22.776000,  10.114000,  10.408000,   9.497000,   9.648000,   9.852000,  10.485000,   9.624000,   9.835000,  10.764000,  10.560000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371422,  -0.237545,   0.226456,   0.368064,  -0.148817,  -0.361256,  -0.838809,  -0.095191,  -0.433996,   0.507423,   0.102555,   0.127432,   0.388487,   0.750730,  
Y Velocity[A/fs],  -0.303900,   0.313816,   0.331918,  -0.317872,  -0.793043,  -0.182253,  -0.024939,   0.164561,   0.796925,   0.756108,   0.164878,  -0.815918,  -0.134750,  -0.061511, 
Z Velocity[A/fs],   0.123396,  -0.287537,   0.278290,  -0.093164,  -0.258915,   0.788728,  -0.294888,  -0.856555,   0.124815,  -0.121380,   0.857153,   0.215500,  -0.765845,   0.238233,  
Speed[A/fs],   0.495515,   0.487428,   0.488772,   0.495170,   0.847408,   0.886462,   0.889484,   0.877399,   0.915981,   0.918646,   0.878870,   0.853465,   0.869251,   0.790021,  
 
r_seed=76,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.837000,  26.542000,  25.578000,  22.345000,   9.813000,  10.726000,   9.547000,   9.687000,  10.164000,  10.228000,   9.513000,  10.216000,  10.700000,  10.691000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.367141,  -0.231718,   0.222432,   0.375885,  -0.136718,  -0.389488,  -0.837662,  -0.058997,  -0.443230,   0.477281,   0.097728,   0.101651,   0.396577,   0.740239,  
Y Velocity[A/fs],  -0.314228,   0.311405,   0.322856,  -0.318643,  -0.813150,  -0.132862,  -0.028256,   0.155306,   0.776337,   0.774409,   0.163871,  -0.785554,  -0.121733,   0.003504, 
Z Velocity[A/fs],   0.102722,  -0.296868,   0.284500,  -0.102754,  -0.281542,   0.768766,  -0.301114,  -0.858202,   0.159081,  -0.112726,   0.864627,   0.275313,  -0.768954,   0.254389,  
Speed[A/fs],   0.494048,   0.488669,   0.484409,   0.503370,   0.871304,   0.871983,   0.890587,   0.874134,   0.907998,   0.916632,   0.885429,   0.838585,   0.873717,   0.782738,  
 
r_seed=77,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
