r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.367715,  -0.233236,   0.230413,   0.379612,  -0.127143,  -0.384787,  -0.860129,  -0.100886,  -0.440162,   0.455920,   0.100028,   0.138101,   0.368766,   0.762101,  
Y Velocity[A/fs],  -0.321084,   0.318669,   0.316541,  -0.316710,  -0.794070,  -0.115887,  -0.036227,   0.173191,   0.788816,   0.783379,   0.121615,  -0.820222,  -0.141699,  -0.024007, 
Z Velocity[A/fs],   0.094150,  -0.274146,   0.286550,  -0.097386,  -0.301469,   0.774457,  -0.224352,  -0.868145,   0.107443,  -0.100784,   0.860486,   0.206476,  -0.760414,   0.223097,  
Speed[A/fs],   0.497166,   0.480734,   0.485180,   0.503879,   0.858834,   0.872510,   0.889645,   0.890982,   0.909680,   0.911978,   0.874775,   0.857011,   0.856911,   0.794447,  
 
r_seed=44,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.421000,  26.578000,  26.273000,  21.997000,   9.775000,  10.698000,   9.677000,   9.508000,  10.082000,  10.184000,   9.590000,   9.910000,  10.742000,  10.767000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372970,  -0.242687,   0.226153,   0.381419,  -0.099339,  -0.362821,  -0.825102,  -0.112861,  -0.429740,   0.443278,   0.110702,   0.152284,   0.390464,   0.736647,  
Y Velocity[A/fs],  -0.319484,   0.310814,   0.314663,  -0.313746,  -0.817868,  -0.156195,  -0.032842,   0.174286,   0.787867,   0.779160,   0.149934,  -0.805135,  -0.174535,  -0.052013, 
Z Velocity[A/fs],   0.107412,  -0.279106,   0.275795,  -0.110968,  -0.209388,   0.774394,  -0.332411,  -0.863012,   0.130987,  -0.131347,   0.858952,   0.258271,  -0.769287,   0.279466,  
Speed[A/fs],   0.502707,   0.483117,   0.475626,   0.506193,   0.850071,   0.869323,   0.890151,   0.887639,   0.906956,   0.906001,   0.878939,   0.859149,   0.880186,   0.789592,  
 
r_seed=45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.478000,  25.181000,  26.280000,  22.323000,  10.199000,  10.520000,   9.323000,   9.670000,   9.826000,  10.123000,   9.692000,  10.096000,  10.625000,  10.561000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372566,  -0.236425,   0.226213,   0.376813,  -0.102416,  -0.367627,  -0.855707,  -0.067764,  -0.423250,   0.470393,   0.099774,   0.163103,   0.373601,   0.756565,  
Y Velocity[A/fs],  -0.310658,   0.328398,   0.314316,  -0.310018,  -0.793864,  -0.173700,  -0.045307,   0.185779,   0.808500,   0.780892,   0.149555,  -0.806754,  -0.139343,  -0.053574, 
Z Velocity[A/fs],   0.097103,  -0.271924,   0.291066,  -0.104896,  -0.231937,   0.781809,  -0.252708,  -0.854754,   0.081964,  -0.101151,   0.859009,   0.213931,  -0.778240,   0.233444,  
Speed[A/fs],   0.494715,   0.487529,   0.484444,   0.499101,   0.833369,   0.881219,   0.893392,   0.877331,   0.916259,   0.917220,   0.877620,   0.850424,   0.874443,   0.793573,  
 
r_seed=46,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.017000,  25.653000,  25.909000,  22.412000,  10.052000,  10.615000,   9.439000,   9.653000,   9.908000,  10.335000,   9.732000,  10.022000,  10.767000,  10.584000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.379967,  -0.247952,   0.229748,   0.374407,  -0.103461,  -0.335757,  -0.848239,  -0.110989,  -0.417866,   0.481436,   0.100902,   0.149900,   0.392044,   0.751743,  
Y Velocity[A/fs],  -0.313305,   0.322817,   0.318993,  -0.318920,  -0.804236,  -0.191780,  -0.052500,   0.163870,   0.802574,   0.769653,   0.173160,  -0.810114,  -0.155912,  -0.052264, 
Z Velocity[A/fs],   0.094125,  -0.267285,   0.267317,  -0.100912,  -0.207102,   0.780251,  -0.292033,  -0.856267,   0.127853,  -0.119236,   0.852790,   0.208080,  -0.771099,   0.245506,  
Speed[A/fs],   0.501393,   0.486962,   0.475394,   0.502070,   0.836893,   0.870806,   0.898637,   0.878843,   0.913829,   0.915622,   0.876023,   0.849737,   0.878978,   0.792542,  
 
r_seed=47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.321000,  26.202000,  25.761000,  22.159000,  10.158000,  10.394000,   9.629000,   9.613000,  10.260000,  10.213000,   9.707000,   9.824000,  10.674000,  10.594000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375064,  -0.236588,   0.231320,   0.378319,  -0.105674,  -0.371093,  -0.828782,  -0.046523,  -0.466021,   0.476287,   0.102265,   0.147482,   0.365629,   0.752895,  
Y Velocity[A/fs],  -0.310653,   0.315304,   0.320654,  -0.314485,  -0.794631,  -0.110434,  -0.021646,   0.179745,   0.772174,   0.775540,   0.161210,  -0.810877,  -0.114543,  -0.019598, 
Z Velocity[A/fs],   0.110011,  -0.277256,   0.279993,  -0.108872,  -0.218727,   0.788741,  -0.325357,  -0.857126,   0.142104,  -0.130169,   0.854174,   0.267012,  -0.775124,   0.224934,  
Speed[A/fs],   0.499280,   0.481936,   0.484483,   0.503864,   0.830931,   0.878645,   0.890621,   0.877005,   0.913029,   0.919378,   0.875249,   0.866353,   0.864652,   0.786021,  
 
r_seed=48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.520000,  25.096000,  26.061000,  22.519000,  10.031000,  10.681000,   9.363000,   9.436000,  10.316000,  10.254000,   9.435000,   9.961000,  10.660000,  10.678000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372210,  -0.233164,   0.224496,   0.372802,  -0.105720,  -0.399460,  -0.845837,  -0.112945,  -0.458024,   0.469312,   0.125227,   0.161063,   0.359341,   0.742451,  
Y Velocity[A/fs],  -0.309025,   0.329512,   0.315994,  -0.317772,  -0.804741,  -0.115075,  -0.033343,   0.192490,   0.768978,   0.774203,   0.127968,  -0.810791,  -0.145405,  -0.043251, 
Z Velocity[A/fs],   0.094479,  -0.278058,   0.289802,  -0.099737,  -0.182647,   0.770567,  -0.293131,  -0.863824,   0.173991,  -0.094673,   0.869892,   0.224290,  -0.773790,   0.262267,  
Speed[A/fs],   0.492913,   0.490163,   0.483979,   0.499908,   0.831953,   0.875548,   0.895811,   0.892189,   0.911804,   0.910278,   0.888127,   0.856522,   0.865459,   0.788599,  
 
r_seed=49,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.363000,  25.723000,  25.730000,  22.433000,  10.062000,  10.704000,   9.367000,   9.467000,  10.352000,   9.747000,   9.506000,  10.467000,  10.618000,  10.670000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373929,  -0.237264,   0.232577,   0.374036,  -0.111218,  -0.370027,  -0.856762,  -0.077695,  -0.474321,   0.416783,   0.135286,   0.096222,   0.377184,   0.747709,  
Y Velocity[A/fs],  -0.305333,   0.320683,   0.320855,  -0.316983,  -0.798429,  -0.118773,  -0.040159,   0.159075,   0.771074,   0.813676,   0.129911,  -0.772380,  -0.120237,  -0.030682, 
Z Velocity[A/fs],   0.114155,  -0.279322,   0.276387,  -0.110103,  -0.276706,   0.779008,  -0.249897,  -0.865877,   0.121381,  -0.068149,   0.865870,   0.291729,  -0.775598,   0.235898,  
Speed[A/fs],   0.496067,   0.486983,   0.483145,   0.502498,   0.852306,   0.870563,   0.893365,   0.883789,   0.913384,   0.916744,   0.885951,   0.831225,   0.870791,   0.784638,  
 
r_seed=50,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.372000,  25.889000,  25.881000,  22.397000,  10.008000,  10.545000,   9.530000,   9.508000,  10.207000,  10.110000,   9.683000,  10.119000,  10.573000,  10.675000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374504,  -0.230549,   0.231607,   0.374149,  -0.104946,  -0.372123,  -0.843348,  -0.114440,  -0.482419,   0.422039,   0.141244,   0.127003,   0.363732,   0.744782,  
Y Velocity[A/fs],  -0.303807,   0.319237,   0.318386,  -0.318588,  -0.798089,  -0.114920,  -0.069177,   0.132920,   0.778247,   0.783757,   0.192086,  -0.792574,  -0.178209,  -0.022109, 
Z Velocity[A/fs],   0.110795,  -0.280186,   0.283541,  -0.110791,  -0.276025,   0.782530,  -0.281353,  -0.864705,   0.073443,  -0.174679,   0.854679,   0.279121,  -0.778500,   0.239748,  
Speed[A/fs],   0.494800,   0.483290,   0.485187,   0.503747,   0.850970,   0.874092,   0.891729,   0.882314,   0.918580,   0.907141,   0.887312,   0.849831,   0.877565,   0.782732,  
 
r_seed=51,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.229000,  26.162000,  25.273000,  21.976000,   9.957000,  10.717000,   9.414000,   9.714000,  10.505000,  10.097000,   9.714000,   9.843000,  10.789000,  10.552000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.376109,  -0.237852,   0.232532,   0.381162,  -0.112451,  -0.371174,  -0.854355,  -0.116924,  -0.478836,   0.474887,   0.171900,   0.143047,   0.391982,   0.750186,  
Y Velocity[A/fs],  -0.309800,   0.315966,   0.327380,  -0.316217,  -0.803212,  -0.156933,  -0.027918,   0.125936,   0.758421,   0.783341,   0.158372,  -0.811713,  -0.128256,  -0.042944, 
Z Velocity[A/fs],   0.101692,  -0.276379,   0.263584,  -0.096282,  -0.252005,   0.774387,  -0.264031,  -0.854869,   0.156601,  -0.112325,   0.850912,   0.238816,  -0.766573,   0.257530,  
Speed[A/fs],   0.497770,   0.482486,   0.480338,   0.504528,   0.849294,   0.872968,   0.894658,   0.871971,   0.910500,   0.922907,   0.882430,   0.858122,   0.870478,   0.794320,  
 
r_seed=52,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.663000,  25.872000,  25.149000,  22.780000,   9.990000,  10.556000,   9.508000,   9.576000,   9.930000,  10.220000,   9.613000,   9.919000,  10.676000,  10.618000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.368523,  -0.238773,   0.232565,   0.367940,  -0.111783,  -0.361365,  -0.841584,  -0.110028,  -0.433507,   0.492721,   0.079170,   0.163007,   0.377196,   0.744236,  
Y Velocity[A/fs],  -0.315988,   0.318169,   0.327891,  -0.317914,  -0.798548,  -0.127081,   0.002903,   0.144630,   0.799427,   0.768937,   0.182000,  -0.811549,  -0.185649,  -0.018531, 
Z Velocity[A/fs],   0.112906,  -0.275213,   0.276981,  -0.103589,  -0.272854,   0.781012,  -0.269417,  -0.859080,   0.093566,  -0.127489,   0.856081,   0.229901,  -0.771954,   0.245009,  
Speed[A/fs],   0.498403,   0.483722,   0.488178,   0.497171,   0.851248,   0.869893,   0.883661,   0.878090,   0.914203,   0.922112,   0.878787,   0.859091,   0.879009,   0.783748,  
 
r_seed=53,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.756000,  26.119000,  25.859000,  21.972000,   9.847000,  10.606000,   9.745000,   9.621000,   9.848000,  10.342000,   9.478000,  10.118000,  10.720000,  10.438000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.367661,  -0.231445,   0.233084,   0.381487,  -0.143446,  -0.396363,  -0.824574,  -0.096607,  -0.405654,   0.483221,   0.100013,   0.101755,   0.373050,   0.758238,  
Y Velocity[A/fs],  -0.315102,   0.315802,   0.318800,  -0.313917,  -0.817876,  -0.095092,  -0.023993,   0.180003,   0.807200,   0.770928,   0.141485,  -0.793169,  -0.112247,  -0.075962, 
Z Velocity[A/fs],   0.105835,  -0.277538,   0.284021,  -0.107972,  -0.222281,   0.775777,  -0.323303,  -0.859534,   0.105877,  -0.097728,   0.866169,   0.238114,  -0.773150,   0.233758,  
Speed[A/fs],   0.495646,   0.479922,   0.486446,   0.505702,   0.859596,   0.876343,   0.886015,   0.883478,   0.909581,   0.915086,   0.883328,   0.834368,   0.865752,   0.797080,  
 
r_seed=54,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.124000,  26.371000,  26.202000,  21.895000,  10.408000,  10.414000,   9.246000,   9.630000,  10.081000,  10.093000,   9.429000,   9.927000,  10.608000,  10.875000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378228,  -0.238399,   0.222509,   0.383544,  -0.100954,  -0.339838,  -0.861803,  -0.113465,  -0.444130,   0.466644,   0.097239,   0.134379,   0.382804,   0.733978,  
Y Velocity[A/fs],  -0.314499,   0.313629,   0.315478,  -0.312379,  -0.774726,  -0.137902,  -0.048081,   0.183347,   0.786260,   0.779634,   0.178115,  -0.807870,  -0.102279,  -0.022585, 
Z Velocity[A/fs],   0.099591,  -0.278992,   0.281443,  -0.103346,  -0.293108,   0.786949,  -0.249285,  -0.856910,   0.114126,  -0.110085,   0.865460,   0.245589,  -0.775031,   0.272138,  
Speed[A/fs],   0.501881,   0.482736,   0.477752,   0.505338,   0.834449,   0.868214,   0.898420,   0.883620,   0.910210,   0.915262,   0.888933,   0.855000,   0.870444,   0.783130,  
 
r_seed=55,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.577000,  25.683000,  25.999000,  22.332000,  10.037000,  10.541000,   9.425000,   9.571000,  10.115000,  10.157000,   9.583000,   9.947000,  10.774000,  10.596000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.370695,  -0.227697,   0.229622,   0.375524,  -0.127418,  -0.355153,  -0.847823,  -0.106817,  -0.452351,   0.475712,   0.135121,   0.136487,   0.405779,   0.755227,  
Y Velocity[A/fs],  -0.302505,   0.320982,   0.317347,  -0.315322,  -0.800509,  -0.212890,  -0.031050,   0.104286,   0.783153,   0.781848,   0.166482,  -0.809551,  -0.086156,  -0.024173, 
Z Velocity[A/fs],   0.114384,  -0.287626,   0.285104,  -0.110765,  -0.242733,   0.782990,  -0.265940,  -0.863169,   0.102757,  -0.088987,   0.860645,   0.206341,  -0.770022,   0.214811,  
Speed[A/fs],   0.491943,   0.487447,   0.484478,   0.502708,   0.846150,   0.885736,   0.889096,   0.875983,   0.910225,   0.919515,   0.886952,   0.846510,   0.874650,   0.785555,  
 
r_seed=56,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.036000,  25.611000,  26.156000,  22.090000,  10.124000,  10.471000,   9.535000,   9.593000,  10.042000,  10.373000,   9.687000,  10.197000,  10.986000,  10.468000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.379117,  -0.240773,   0.220734,   0.380573,  -0.104862,  -0.392188,  -0.840690,  -0.097267,  -0.468070,   0.480347,   0.118244,   0.132635,   0.421910,   0.756037,  
Y Velocity[A/fs],  -0.307471,   0.322402,   0.316401,  -0.310116,  -0.795087,  -0.112409,  -0.063097,   0.167421,   0.785607,   0.764952,   0.180752,  -0.787488,  -0.191657,  -0.020997, 
Z Velocity[A/fs],   0.105885,  -0.278217,   0.278087,  -0.097966,  -0.242075,   0.783112,  -0.299041,  -0.858826,   0.105651,  -0.124390,   0.853773,   0.285270,  -0.753721,   0.241135,  
Speed[A/fs],   0.499480,   0.489202,   0.475568,   0.500604,   0.837711,   0.883013,   0.894520,   0.880382,   0.920560,   0.911788,   0.880671,   0.848002,   0.884780,   0.793838,  
 
r_seed=57,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.194000,  25.854000,  26.027000,  22.251000,  10.082000,  10.621000,   9.368000,   9.751000,  10.402000,  10.042000,   9.468000,  10.317000,  10.755000,  10.333000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.377511,  -0.229949,   0.234550,   0.376495,  -0.121284,  -0.362403,  -0.850910,  -0.080100,  -0.507330,   0.447473,   0.121293,   0.110881,   0.394358,   0.767254,  
Y Velocity[A/fs],  -0.308746,   0.320175,   0.316922,  -0.318865,  -0.800274,  -0.144466,  -0.040699,   0.193052,   0.762234,   0.789148,   0.165943,  -0.787584,  -0.136599,  -0.096187, 
Z Velocity[A/fs],   0.094620,  -0.273800,   0.282090,  -0.103804,  -0.253629,   0.776911,  -0.286655,  -0.852200,   0.094664,  -0.096270,   0.864422,   0.242074,  -0.770611,   0.212175,  
Speed[A/fs],   0.496781,   0.479954,   0.484797,   0.504182,   0.848220,   0.869366,   0.898819,   0.877457,   0.920514,   0.912280,   0.888524,   0.831374,   0.876367,   0.801841,  
 
r_seed=58,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.469000,  26.571000,  25.668000,  22.031000,  10.073000,  10.567000,   9.466000,   9.659000,  10.137000,   9.990000,   9.644000,   9.858000,  10.928000,  10.457000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372457,  -0.246570,   0.228693,   0.380556,  -0.122812,  -0.374685,  -0.846320,  -0.107113,  -0.476394,   0.447661,   0.122283,   0.115936,   0.396432,   0.756482,  
Y Velocity[A/fs],  -0.310981,   0.310758,   0.322926,  -0.320659,  -0.795051,  -0.146414,  -0.035529,   0.134185,   0.780492,   0.792060,   0.154381,  -0.810072,  -0.136202,  -0.058274, 
Z Velocity[A/fs],   0.120477,  -0.282941,   0.257365,  -0.096937,  -0.270847,   0.782514,  -0.278131,  -0.858545,   0.087771,  -0.089418,   0.851618,   0.249124,  -0.760409,   0.234572,  
Speed[A/fs],   0.499948,   0.487260,   0.472036,   0.506993,   0.848850,   0.879860,   0.891559,   0.875545,   0.918598,   0.914196,   0.874093,   0.855407,   0.868292,   0.794156,  
 
r_seed=59,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.295000,  25.684000,  25.832000,  22.507000,  10.003000,  10.492000,   9.650000,   9.559000,   9.850000,   9.932000,   9.799000,  10.089000,  10.742000,  10.265000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375713,  -0.235597,   0.232937,   0.372355,  -0.106164,  -0.354679,  -0.833077,  -0.095167,  -0.429844,   0.443826,   0.134419,   0.176629,   0.400360,   0.766097,  
Y Velocity[A/fs],  -0.302988,   0.321562,   0.319599,  -0.324227,  -0.802690,  -0.152007,  -0.057081,   0.189496,   0.800814,   0.799004,   0.154451,  -0.798780,  -0.088095,  -0.011361, 
Z Velocity[A/fs],   0.107883,  -0.279631,   0.272533,  -0.098869,  -0.230978,   0.784515,  -0.302701,  -0.859994,   0.110573,  -0.080946,   0.850658,   0.273380,  -0.766626,   0.211725,  
Speed[A/fs],   0.494571,   0.486931,   0.480289,   0.503534,   0.841981,   0.874281,   0.888202,   0.885752,   0.915585,   0.917574,   0.874953,   0.862545,   0.869347,   0.794897,  
 
r_seed=60,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.495000,  25.760000,  25.956000,  22.031000,   9.833000,  10.741000,   9.252000,   9.480000,   9.847000,  10.431000,   9.631000,  10.305000,  10.676000,  10.563000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372398,  -0.227741,   0.224896,   0.380986,  -0.119893,  -0.375167,  -0.863434,  -0.140536,  -0.432876,   0.490341,   0.103527,   0.107222,   0.373944,   0.748417,  
Y Velocity[A/fs],  -0.306944,   0.320974,   0.317288,  -0.310743,  -0.815505,  -0.151074,  -0.094167,   0.162851,   0.804071,   0.764570,   0.177379,  -0.778530,  -0.151397,  -0.052545, 
Z Velocity[A/fs],   0.093783,  -0.282373,   0.290317,  -0.106666,  -0.235092,   0.771404,  -0.235789,  -0.864557,   0.058868,  -0.091461,   0.860523,   0.276316,  -0.772728,   0.257001,  
Speed[A/fs],   0.491620,   0.484381,   0.485318,   0.503079,   0.857141,   0.870998,   0.899990,   0.890915,   0.915083,   0.912889,   0.884693,   0.833041,   0.871702,   0.793056,  
 
r_seed=61,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.279000,  26.389000,  25.769000,  22.989000,   9.811000,  10.545000,   9.514000,   9.567000,   9.957000,  10.314000,   9.623000,   9.967000,  10.691000,  10.526000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374808,  -0.241064,   0.234364,   0.364585,  -0.124281,  -0.386699,  -0.847520,  -0.097059,  -0.429395,   0.473530,   0.106680,   0.147957,   0.408456,   0.751796,  
Y Velocity[A/fs],  -0.313293,   0.312711,   0.320228,  -0.324418,  -0.816139,  -0.102160,  -0.047320,   0.146646,   0.800126,   0.778366,   0.147921,  -0.803879,  -0.153328,  -0.034083, 
Z Velocity[A/fs],   0.113116,  -0.276931,   0.271817,  -0.113987,  -0.219056,   0.781761,  -0.264903,  -0.861210,   0.076557,  -0.069254,   0.857722,   0.256186,  -0.771000,   0.221018,  
Speed[A/fs],   0.501427,   0.482277,   0.480995,   0.501161,   0.854116,   0.878136,   0.889215,   0.878982,   0.911286,   0.913718,   0.876897,   0.856588,   0.885882,   0.784351,  
 
r_seed=62,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.427000,  27.047000,  25.225000,  22.364000,   9.817000,  10.622000,   9.485000,   9.577000,  10.073000,  10.280000,   9.799000,   9.892000,  10.744000,  10.602000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373158,  -0.232744,   0.223304,   0.375714,  -0.119485,  -0.359762,  -0.848291,  -0.130583,  -0.457216,   0.491480,   0.061255,   0.163702,   0.397042,   0.748574,  
Y Velocity[A/fs],  -0.316800,   0.304904,   0.328111,  -0.312916,  -0.815636,  -0.180418,  -0.034020,   0.209416,   0.785656,   0.766753,   0.154705,  -0.811279,  -0.149731,  -0.011523, 
