C2H2_14r176,   C[0],   C[1],   H[2],   H[3],  
Speed[A/fs],   0.167717,   0.157865,   0.667526,   0.670819,  
 
C2H2_14r23,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7981593609,    2.5359268188,    0.9994999447,    0.9999346179,  
Time[fs],  56.474000,  57.362000,  26.844000,  26.981000,  
Charge Sum,    6.3335207423, 
X Velocity[A/fs],  -0.198590,   0.193029,  -0.647904,   0.664617,  
Y Velocity[A/fs],  -0.014927,   0.011994,   0.121435,  -0.081792, 
Z Velocity[A/fs],  -0.003577,   0.003144,   0.088641,  -0.047249,  
Speed[A/fs],   0.199183,   0.193427,   0.665119,   0.671296,  
 
C2H2_14r144,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9089748859,    2.3836909533,    0.9993878491,    0.9999426321,  
Time[fs],  57.101000,  60.343000,  26.696000,  26.961000,  
Charge Sum,    6.2919963205, 
X Velocity[A/fs],  -0.192490,   0.177919,  -0.665270,   0.672354,  
Y Velocity[A/fs],   0.005675,   0.001092,  -0.042822,  -0.011112, 
Z Velocity[A/fs],   0.001869,   0.001984,   0.078173,  -0.021868,  
Speed[A/fs],   0.192582,   0.177933,   0.671215,   0.672801,  
 
C2H2_14r182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4256073236,    1.9025673866,    0.9991212184,    0.9999135983,  
Time[fs],  63.415000,  64.236000,  26.893000,  27.008000,  
Charge Sum,    6.3272095270, 
X Velocity[A/fs],  -0.159324,   0.155765,  -0.651641,   0.660967,  
Y Velocity[A/fs],   0.007445,  -0.008103,  -0.057511,   0.106786, 
Z Velocity[A/fs],  -0.004149,   0.010919,   0.071958,  -0.058086,  
Speed[A/fs],   0.159552,   0.156358,   0.658120,   0.672052,  
 
C2H2_14r165,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7435216904,    2.5105255842,    0.9994157408,    0.9999199296,  
Time[fs],  58.370000,  56.712000,  26.820000,  26.820000,  
Charge Sum,    6.2533829450, 
X Velocity[A/fs],  -0.190189,   0.195756,  -0.653087,   0.680139,  
Y Velocity[A/fs],   0.001713,  -0.001682,   0.056760,  -0.020569, 
Z Velocity[A/fs],  -0.005475,  -0.000842,   0.062763,   0.052658,  
Speed[A/fs],   0.190276,   0.195765,   0.658546,   0.682484,  
 
C2H2_14r181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3752021790,    1.9361989498,    0.9994283469,    0.9999696389,  
Time[fs],  62.057000,  64.872000,  26.762000,  26.817000,  
Charge Sum,    6.3107991146, 
X Velocity[A/fs],  -0.164258,   0.154370,  -0.654625,   0.661511,  
Y Velocity[A/fs],  -0.002579,   0.005246,   0.079332,  -0.025720, 
Z Velocity[A/fs],   0.007258,  -0.005583,  -0.062495,   0.082761,  
Speed[A/fs],   0.164438,   0.154560,   0.662369,   0.667164,  
 
C2H2_14r78,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8905572891,    2.4281203747,    0.9995302983,    0.9998737411,  
Time[fs],  58.010000,  57.823000,  27.000000,  27.036000,  
Charge Sum,    6.3180817032, 
X Velocity[A/fs],  -0.190466,   0.190049,  -0.650466,   0.666260,  
Y Velocity[A/fs],   0.004180,  -0.009830,   0.006638,   0.090876, 
Z Velocity[A/fs],  -0.004784,   0.005556,   0.104305,  -0.052168,  
Speed[A/fs],   0.190571,   0.190384,   0.658809,   0.674450,  
 
C2H2_14r150,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9579505920,    2.3667690754,    0.9993509484,    0.9999301309,  
Time[fs],  57.188000,  60.376000,  26.710000,  26.894000,  
Charge Sum,    6.3240007467, 
X Velocity[A/fs],  -0.191156,   0.176887,  -0.666727,   0.675962,  
Y Velocity[A/fs],   0.000682,  -0.005686,   0.051165,   0.028001, 
Z Velocity[A/fs],  -0.005973,   0.000708,   0.091285,  -0.006860,  
Speed[A/fs],   0.191250,   0.176980,   0.674890,   0.676577,  
 
C2H2_14r75,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2459968328,    2.0263820887,    0.9993657026,    0.9999340314,  
Time[fs],  60.700000,  65.031000,  26.733000,  26.998000,  
Charge Sum,    6.2716786555, 
X Velocity[A/fs],  -0.171537,   0.156122,  -0.657983,   0.663321,  
Y Velocity[A/fs],   0.000682,  -0.002606,   0.078692,  -0.013653, 
Z Velocity[A/fs],   0.002683,   0.007302,  -0.022586,  -0.024977,  
Speed[A/fs],   0.171560,   0.156314,   0.663057,   0.663932,  
 
C2H2_14r163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1604050398,    2.1562658548,    0.9989120531,    0.9999200612,  
Time[fs],  59.175000,  62.836000,  26.835000,  27.023000,  
Charge Sum,    6.3155030089, 
X Velocity[A/fs],  -0.179502,   0.165364,  -0.667700,   0.666502,  
Y Velocity[A/fs],  -0.002956,  -0.007899,   0.056329,   0.053195, 
Z Velocity[A/fs],  -0.001237,  -0.002190,   0.037081,   0.063875,  
Speed[A/fs],   0.179531,   0.165567,   0.671097,   0.671665,  
 
C2H2_14r88,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1578104496,    2.1713268757,    0.9986554843,    0.9999189091,  
Time[fs],  60.869000,  60.704000,  26.929000,  26.914000,  
Charge Sum,    6.3277117187, 
X Velocity[A/fs],  -0.173405,   0.172953,  -0.661773,   0.671750,  
Y Velocity[A/fs],  -0.000260,   0.007908,  -0.007770,  -0.035694, 
Z Velocity[A/fs],   0.004362,   0.002432,   0.013004,   0.010489,  
Speed[A/fs],   0.173460,   0.173151,   0.661946,   0.672779,  
 
C2H2_14r168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1315163374,    2.2234702110,    0.9993773274,    0.9999592971,  
Time[fs],  59.751000,  60.276000,  26.702000,  26.697000,  
Charge Sum,    6.3543231729, 
X Velocity[A/fs],  -0.178228,   0.175054,  -0.666174,   0.668094,  
Y Velocity[A/fs],   0.005282,   0.002703,  -0.015538,  -0.022776, 
Z Velocity[A/fs],  -0.000986,  -0.002994,   0.040112,   0.071138,  
Speed[A/fs],   0.178309,   0.175101,   0.667561,   0.672257,  
 
C2H2_14r98,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3263131380,    1.9094099998,    0.9990436484,    0.9996445354,  
Time[fs],  63.816000,  65.128000,  26.943000,  27.228000,  
Charge Sum,    6.2344113217, 
X Velocity[A/fs],  -0.159180,   0.153994,  -0.653047,   0.661385,  
Y Velocity[A/fs],  -0.000999,   0.003168,   0.026322,  -0.023388, 
Z Velocity[A/fs],  -0.001288,  -0.006409,   0.044567,   0.071277,  
Speed[A/fs],   0.159189,   0.154159,   0.655095,   0.665625,  
 
C2H2_14r149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3261777163,    2.0251806974,    0.9994860652,    0.9999058004,  
Time[fs],  60.791000,  63.062000,  26.963000,  26.944000,  
Charge Sum,    6.3507502793, 
X Velocity[A/fs],  -0.169633,   0.160879,  -0.653830,   0.663753,  
Y Velocity[A/fs],  -0.010854,   0.011384,   0.121504,  -0.068108, 
Z Velocity[A/fs],   0.011647,  -0.009389,  -0.077269,   0.100375,  
Speed[A/fs],   0.170378,   0.161554,   0.669498,   0.674746,  
 
C2H2_14r72,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9632918835,    2.3039635420,    0.9994156049,    0.9999525257,  
Time[fs],  59.313000,  59.818000,  26.751000,  26.898000,  
Charge Sum,    6.2666235561, 
X Velocity[A/fs],  -0.182255,   0.178764,  -0.655789,   0.672951,  
Y Velocity[A/fs],   0.001236,  -0.009220,   0.033014,   0.071258, 
Z Velocity[A/fs],   0.006062,  -0.000702,  -0.050073,   0.083946,  
Speed[A/fs],   0.182360,   0.179003,   0.658526,   0.681900,  
 
C2H2_14r27,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1279489994,    2.2405041456,    0.9992300197,    0.9999284599,  
Time[fs],  59.213000,  60.093000,  26.901000,  26.788000,  
Charge Sum,    6.3676116246, 
X Velocity[A/fs],  -0.180294,   0.175603,  -0.655094,   0.674248,  
Y Velocity[A/fs],  -0.008724,  -0.000714,   0.088191,   0.036285, 
Z Velocity[A/fs],   0.007831,  -0.003888,  -0.069310,   0.082980,  
Speed[A/fs],   0.180675,   0.175648,   0.664628,   0.680304,  
 
C2H2_14r178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6564974785,    1.6660249233,    0.9989974165,    0.9999268460,  
Time[fs],  66.110000,  67.510000,  26.706000,  26.773000,  
Charge Sum,    6.3214466643, 
X Velocity[A/fs],  -0.146233,   0.141135,  -0.660713,   0.673085,  
Y Velocity[A/fs],   0.008144,   0.003049,  -0.047485,  -0.014171, 
Z Velocity[A/fs],   0.001518,  -0.004908,   0.012200,   0.079830,  
Speed[A/fs],   0.146468,   0.141253,   0.662529,   0.677951,  
 
C2H2_14r153,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7866251469,    2.5542153120,    0.9987251004,    0.9999232349,  
Time[fs],  57.767000,  55.911000,  26.935000,  26.795000,  
Charge Sum,    6.3394887942, 
X Velocity[A/fs],  -0.193816,   0.201063,  -0.655694,   0.670962,  
Y Velocity[A/fs],  -0.005989,  -0.003866,   0.058191,   0.070554, 
Z Velocity[A/fs],   0.007842,   0.001390,  -0.006914,  -0.033838,  
Speed[A/fs],   0.194067,   0.201105,   0.658307,   0.675509,  
 
C2H2_14r87,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7829883099,    2.5352915525,    0.9995566551,    0.9999205881,  
Time[fs],  56.629000,  56.947000,  26.974000,  26.961000,  
Charge Sum,    6.3177571055, 
X Velocity[A/fs],  -0.198349,   0.195848,  -0.654262,   0.662717,  
Y Velocity[A/fs],  -0.002519,  -0.000903,   0.011946,   0.065325, 
Z Velocity[A/fs],  -0.014346,   0.014930,   0.102328,  -0.055258,  
Speed[A/fs],   0.198883,   0.196418,   0.662323,   0.668218,  
 
C2H2_14r74,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0654422045,    2.2815763950,    0.9987178366,    0.9998877001,  
Time[fs],  59.452000,  59.130000,  26.878000,  26.800000,  
Charge Sum,    6.3456241362, 
X Velocity[A/fs],  -0.180482,   0.180903,  -0.666396,   0.667248,  
Y Velocity[A/fs],  -0.002611,   0.004289,   0.053743,  -0.043813, 
Z Velocity[A/fs],   0.000682,  -0.003797,  -0.028502,   0.082395,  
Speed[A/fs],   0.180502,   0.180994,   0.669167,   0.673742,  
 
C2H2_14r175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1035118103,    2.2054017782,    0.9992045439,    0.9999668218,  
Time[fs],  60.337000,  60.712000,  26.863000,  26.870000,  
Charge Sum,    6.3080849542, 
X Velocity[A/fs],  -0.176289,   0.173727,  -0.651225,   0.667077,  
Y Velocity[A/fs],  -0.015101,   0.008860,   0.090329,   0.024491, 
Z Velocity[A/fs],   0.000244,   0.004582,   0.058740,  -0.037277,  
Speed[A/fs],   0.176935,   0.174013,   0.660079,   0.668567,  
 
C2H2_14r96,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1403833628,    2.1720823050,    0.9993900821,    0.9999610829,  
Time[fs],  60.636000,  60.992000,  26.775000,  26.817000,  
Charge Sum,    6.3118168327, 
X Velocity[A/fs],  -0.174283,   0.171559,  -0.656696,   0.672873,  
Y Velocity[A/fs],   0.002695,   0.003989,  -0.013150,   0.001738, 
Z Velocity[A/fs],  -0.003577,   0.001757,   0.090265,  -0.046119,  
Speed[A/fs],   0.174340,   0.171614,   0.663001,   0.674454,  
 
C2H2_14r73,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1216769218,    2.1899689436,    0.9991989504,    0.9998992407,  
Time[fs],  58.849000,  62.221000,  26.927000,  27.069000,  
Charge Sum,    6.3107440565, 
X Velocity[A/fs],  -0.181600,   0.167937,  -0.649633,   0.665328,  
Y Velocity[A/fs],  -0.009238,   0.005069,   0.119104,  -0.031243, 
Z Velocity[A/fs],  -0.004139,   0.004643,   0.092472,  -0.037734,  
Speed[A/fs],   0.181882,   0.168077,   0.666903,   0.667129,  
 
C2H2_14r20,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8653643131,    2.3337044716,    0.9993291285,    0.9999171450,  
Time[fs],  59.356000,  59.567000,  26.779000,  26.943000,  
Charge Sum,    6.1983150582, 
X Velocity[A/fs],  -0.182943,   0.180488,  -0.652589,   0.674175,  
Y Velocity[A/fs],  -0.000264,  -0.002562,   0.053451,   0.016413, 
Z Velocity[A/fs],   0.007851,   0.006606,  -0.033447,  -0.021497,  
Speed[A/fs],   0.183112,   0.180627,   0.655628,   0.674718,  
 
C2H2_14r184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0402655602,    2.1625481844,    0.9997381554,    0.9997364403,  
Time[fs],  61.471000,  60.986000,  27.033000,  27.057000,  
Charge Sum,    6.2022883403, 
X Velocity[A/fs],  -0.172414,   0.172813,  -0.643330,   0.667258,  
Y Velocity[A/fs],  -0.006117,  -0.002357,   0.063148,   0.025224, 
Z Velocity[A/fs],   0.006756,  -0.001604,  -0.034907,   0.041115,  
Speed[A/fs],   0.172654,   0.172837,   0.647364,   0.668999,  
 
C2H2_14r154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0053739548,    2.3453958035,    0.9990520463,    0.9999422684,  
Time[fs],  58.270000,  59.265000,  26.808000,  26.773000,  
Charge Sum,    6.3497640729, 
X Velocity[A/fs],  -0.186832,   0.181859,  -0.665961,   0.668164,  
Y Velocity[A/fs],  -0.010429,  -0.001131,   0.066848,   0.044520, 
Z Velocity[A/fs],   0.001135,  -0.005389,   0.009410,   0.067625,  
Speed[A/fs],   0.187126,   0.181943,   0.669374,   0.673051,  
 
C2H2_14r31,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8209228516,    2.5524654388,    0.9963445566,    0.9999674063,  
Time[fs],  55.746000,  56.940000,  26.712000,  26.841000,  
Charge Sum,    6.3697002533, 
X Velocity[A/fs],  -0.201013,   0.193754,  -0.659504,   0.673708,  
Y Velocity[A/fs],  -0.001855,  -0.004397,   0.041536,   0.074288, 
Z Velocity[A/fs],  -0.009853,   0.016757,   0.107178,  -0.072734,  
Speed[A/fs],   0.201263,   0.194527,   0.669447,   0.681682,  
 
C2H2_14r126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3931945562,    1.9430813789,    0.9991650278,    0.9999340028,  
Time[fs],  62.486000,  64.302000,  26.857000,  26.940000,  
Charge Sum,    6.3353749657, 
X Velocity[A/fs],  -0.163165,   0.156242,  -0.654994,   0.668236,  
Y Velocity[A/fs],   0.003762,   0.006119,  -0.009396,  -0.011518, 
Z Velocity[A/fs],   0.007679,  -0.003934,  -0.067549,   0.099064,  
Speed[A/fs],   0.163389,   0.156411,   0.658535,   0.675637,  
 
C2H2_14r45,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4759366512,    1.9340367317,    0.9982039088,    0.9999637367,  
Time[fs],  61.638000,  62.959000,  26.741000,  26.653000,  
Charge Sum,    6.4081410285, 
X Velocity[A/fs],  -0.164362,   0.158646,  -0.666290,   0.673543,  
Y Velocity[A/fs],   0.006712,  -0.005690,  -0.050725,   0.062713, 
Z Velocity[A/fs],   0.003197,   0.005727,  -0.015003,  -0.029394,  
Speed[A/fs],   0.164530,   0.158851,   0.668387,   0.677094,  
 
C2H2_14r53,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7876596451,    2.5499292612,    0.9993235762,    0.9999235641,  
Time[fs],  56.498000,  56.919000,  26.957000,  26.949000,  
Charge Sum,    6.3368360466, 
X Velocity[A/fs],  -0.198978,   0.195842,  -0.649391,   0.662871,  
Y Velocity[A/fs],  -0.005692,   0.004827,   0.095770,  -0.051478, 
Z Velocity[A/fs],  -0.013939,   0.013007,   0.115677,  -0.073218,  
Speed[A/fs],   0.199547,   0.196333,   0.666529,   0.668887,  
 
C2H2_14r186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0928890705,    2.2077028751,    0.9995982246,    0.9999486195,  
Time[fs],  60.714000,  60.367000,  26.762000,  26.840000,  
Charge Sum,    6.3001387897, 
X Velocity[A/fs],  -0.174366,   0.174216,  -0.658302,   0.674875,  
Y Velocity[A/fs],   0.004411,  -0.009516,  -0.008342,   0.065883, 
Z Velocity[A/fs],  -0.005493,   0.008907,   0.071322,  -0.049510,  
Speed[A/fs],   0.174509,   0.174703,   0.662206,   0.679888,  
 
C2H2_14r13,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3574929237,    1.8849713802,    0.9995202305,    0.9999200329,  
Time[fs],  65.219000,  64.315000,  26.818000,  26.882000,  
Charge Sum,    6.2419045674, 
X Velocity[A/fs],  -0.153683,   0.154976,  -0.653400,   0.676933,  
Y Velocity[A/fs],  -0.008142,   0.000710,   0.059633,   0.049315, 
Z Velocity[A/fs],   0.006229,   0.002631,  -0.025090,  -0.024788,  
Speed[A/fs],   0.154025,   0.155000,   0.656595,   0.679179,  
 
C2H2_14r102,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.6843736172,    2.6669600010,    0.9992895458,    0.9999318896,  
Time[fs],  54.977000,  56.284000,  26.856000,  26.866000,  
Charge Sum,    6.3505550535, 
X Velocity[A/fs],  -0.208796,   0.201322,  -0.660030,   0.666255,  
Y Velocity[A/fs],   0.004076,  -0.002712,  -0.052989,   0.089539, 
Z Velocity[A/fs],  -0.001641,   0.003150,   0.097133,  -0.044105,  
Speed[A/fs],   0.208843,   0.201364,   0.669240,   0.673690,  
 
C2H2_14r12,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0043158531,    2.3760347366,    0.9990967064,    0.9999642335,  
Time[fs],  57.338000,  58.550000,  26.700000,  26.669000,  
Charge Sum,    6.3794115297, 
X Velocity[A/fs],  -0.190339,   0.183612,  -0.663504,   0.672780,  
Y Velocity[A/fs],   0.004558,   0.001846,  -0.025649,  -0.020637, 
Z Velocity[A/fs],  -0.007761,   0.008145,   0.087081,  -0.008093,  
Speed[A/fs],   0.190552,   0.183802,   0.669685,   0.673145,  
 
C2H2_14r28,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9194550514,    2.4023890495,    0.9995945905,    0.9999577352,  
Time[fs],  57.246000,  59.448000,  26.713000,  26.810000,  
Charge Sum,    6.3213964266, 
X Velocity[A/fs],  -0.192455,   0.181922,  -0.659890,   0.672562,  
Y Velocity[A/fs],  -0.006027,  -0.001592,   0.068879,   0.055170, 
Z Velocity[A/fs],   0.001227,   0.003354,  -0.058271,   0.056821,  
Speed[A/fs],   0.192553,   0.181960,   0.666029,   0.677209,  
 
C2H2_14r159,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6649523973,    1.6679251194,    0.9990521187,    0.9998738268,  
Time[fs],  67.303000,  66.915000,  26.856000,  26.971000,  
Charge Sum,    6.3318034622, 
X Velocity[A/fs],  -0.143134,   0.142878,  -0.657952,   0.677082,  
Y Velocity[A/fs],   0.007276,  -0.004783,  -0.050391,   0.098305, 
Z Velocity[A/fs],   0.004237,  -0.003345,  -0.015830,   0.069810,  
Speed[A/fs],   0.143382,   0.142997,   0.660069,   0.687734,  
 
C2H2_14r140,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7473034859,    2.4447377920,    0.9994410158,    0.9998980973,  
Time[fs],  57.104000,  59.168000,  26.668000,  26.967000,  
Charge Sum,    6.1913803909, 
X Velocity[A/fs],  -0.194652,   0.184285,  -0.650435,   0.666952,  
Y Velocity[A/fs],   0.006244,   0.000317,  -0.033426,  -0.002536, 
Z Velocity[A/fs],   0.007526,  -0.003168,  -0.050688,   0.055252,  
Speed[A/fs],   0.194897,   0.184312,   0.653263,   0.669241,  
 
C2H2_14r196,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9600710869,    2.3551568985,    0.9991603572,    0.9999083679,  
Time[fs],  58.476000,  59.058000,  26.849000,  27.045000,  
Charge Sum,    6.3142967105, 
X Velocity[A/fs],  -0.186483,   0.182657,  -0.653668,   0.667573,  
Y Velocity[A/fs],  -0.004038,   0.005764,   0.076799,  -0.065224, 
Z Velocity[A/fs],  -0.004087,   0.008398,   0.102990,  -0.059551,  
Speed[A/fs],   0.186572,   0.182941,   0.666173,   0.673390,  
 
C2H2_14r25,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0421020985,    2.1736965179,    0.9993790747,    0.9999247269,  
Time[fs],  61.057000,  61.361000,  26.771000,  26.926000,  
Charge Sum,    6.2151024179, 
X Velocity[A/fs],  -0.173191,   0.170550,  -0.655057,   0.673433,  
Y Velocity[A/fs],  -0.007614,   0.002649,   0.067565,  -0.016702, 
Z Velocity[A/fs],   0.006776,  -0.000355,   0.034920,  -0.021185,  
Speed[A/fs],   0.173491,   0.170571,   0.659457,   0.673973,  
 
C2H2_14r9,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2368739843,    2.0866500139,    0.9990359464,    0.9999290921,  
Time[fs],  60.599000,  62.313000,  26.939000,  26.954000,  
Charge Sum,    6.3224890368, 
X Velocity[A/fs],  -0.172662,   0.165704,  -0.656612,   0.665853,  
Y Velocity[A/fs],  -0.002695,  -0.000680,   0.072898,  -0.021821, 
Z Velocity[A/fs],  -0.003283,   0.006215,   0.106003,  -0.047491,  
Speed[A/fs],   0.172714,   0.165822,   0.669097,   0.667901,  
 
C2H2_14r76,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7294170856,    2.6021783352,    0.9994229036,    0.9999358262,  
Time[fs],  56.295000,  56.478000,  26.827000,  26.866000,  
Charge Sum,    6.3309541506, 
X Velocity[A/fs],  -0.201005,   0.198536,  -0.653463,   0.674195,  
Y Velocity[A/fs],  -0.009537,   0.002504,   0.101965,  -0.053159, 
Z Velocity[A/fs],  -0.002554,   0.003438,   0.081781,  -0.046963,  
Speed[A/fs],   0.201247,   0.198581,   0.666407,   0.677916,  
 
C2H2_14r148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2269340754,    2.1521401405,    0.9996061210,    0.9999494563,  
Time[fs],  58.759000,  61.959000,  26.779000,  26.726000,  
Charge Sum,    6.3786297932, 
X Velocity[A/fs],  -0.179826,   0.167032,  -0.662530,   0.663578,  
Y Velocity[A/fs],   0.005759,  -0.005308,  -0.067514,   0.077929, 
Z Velocity[A/fs],  -0.004972,   0.004409,   0.102614,  -0.039811,  
Speed[A/fs],   0.179987,   0.167174,   0.673820,   0.669323,  
 
C2H2_14r30,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8295927048,    2.4680976868,    0.9992487236,    0.9999494631,  
Time[fs],  55.912000,  59.239000,  26.779000,  27.006000,  
Charge Sum,    6.2968885783, 
X Velocity[A/fs],  -0.200527,   0.184872,  -0.658144,   0.658932,  
Y Velocity[A/fs],   0.002813,   0.000560,  -0.036170,   0.035509, 
Z Velocity[A/fs],   0.006390,  -0.005998,  -0.027104,   0.076154,  
Speed[A/fs],   0.200648,   0.184970,   0.659694,   0.664267,  
 
C2H2_14r124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2625335455,    1.9451043606,    0.9994096286,    0.9998704780,  
Time[fs],  63.832000,  64.439000,  26.835000,  27.012000,  
Charge Sum,    6.2069180127, 
X Velocity[A/fs],  -0.159576,   0.156294,  -0.649709,   0.669518,  
Y Velocity[A/fs],   0.008621,  -0.007092,  -0.038689,   0.081089, 
Z Velocity[A/fs],  -0.002512,  -0.001561,   0.043870,   0.034702,  
Speed[A/fs],   0.159828,   0.156463,   0.652337,   0.675303,  
 
C2H2_14r179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4090418816,    1.9490647316,    0.9993174258,    0.9999329216,  
Time[fs],  60.758000,  64.543000,  26.675000,  26.784000,  
Charge Sum,    6.3573569605, 
X Velocity[A/fs],  -0.168044,   0.154129,  -0.664770,   0.673958,  
Y Velocity[A/fs],  -0.010019,   0.005224,   0.103715,  -0.040617, 
Z Velocity[A/fs],   0.002500,  -0.001246,   0.011660,  -0.007840,  
Speed[A/fs],   0.168361,   0.154223,   0.672913,   0.675226,  
 
C2H2_14r156,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1064664125,    2.2128547430,    0.9985171597,    0.9998972612,  
Time[fs],  59.880000,  60.405000,  26.930000,  26.998000,  
Charge Sum,    6.3177355765, 
X Velocity[A/fs],  -0.178064,   0.175174,  -0.661315,   0.664702,  
Y Velocity[A/fs],  -0.001198,   0.010872,   0.022831,  -0.042548, 
Z Velocity[A/fs],  -0.000353,  -0.007162,   0.052767,   0.080915,  
Speed[A/fs],   0.178069,   0.175657,   0.663810,   0.670959,  
 
C2H2_14r187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1170349121,    2.2214472294,    0.9993133086,    0.9999401446,  
Time[fs],  59.861000,  60.322000,  26.845000,  26.937000,  
Charge Sum,    6.3377355947, 
X Velocity[A/fs],  -0.177908,   0.174912,  -0.651518,   0.664590,  
Y Velocity[A/fs],   0.004644,   0.007332,  -0.016316,  -0.036284, 
Z Velocity[A/fs],   0.011245,  -0.012382,  -0.069926,   0.111622,  
Speed[A/fs],   0.178323,   0.175503,   0.655463,   0.674875,  
 
C2H2_14r135,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7559220791,    2.5831664801,    0.9994859063,    0.9999058995,  
Time[fs],  57.257000,  55.738000,  27.049000,  26.862000,  
Charge Sum,    6.3384803650, 
X Velocity[A/fs],  -0.196430,   0.202252,  -0.652134,   0.671464,  
Y Velocity[A/fs],   0.013178,  -0.007285,  -0.052548,   0.060711, 
Z Velocity[A/fs],  -0.002166,   0.004264,   0.072810,  -0.043494,  
Speed[A/fs],   0.196884,   0.202429,   0.658286,   0.675604,  
 
C2H2_14r62,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1819683313,    2.2325516939,    0.9991339396,    0.9999615661,  
Time[fs],  59.330000,  58.974000,  26.806000,  26.705000,  
Charge Sum,    6.4136155309, 
X Velocity[A/fs],  -0.178803,   0.178951,  -0.662579,   0.668562,  
Y Velocity[A/fs],   0.002927,  -0.006826,   0.029073,   0.074392, 
Z Velocity[A/fs],  -0.009735,   0.010770,   0.107216,  -0.070558,  
Speed[A/fs],   0.179092,   0.179405,   0.671827,   0.676379,  
 
C2H2_14r195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3410292864,    2.0119612217,    0.9995023749,    0.9998925517,  
Time[fs],  63.505000,  61.255000,  26.971000,  26.817000,  
Charge Sum,    6.3523854347, 
X Velocity[A/fs],  -0.160771,   0.167318,  -0.652924,   0.668614,  
Y Velocity[A/fs],   0.003579,  -0.002025,  -0.038697,   0.082578, 
Z Velocity[A/fs],  -0.008240,   0.009038,   0.091427,  -0.060718,  
Speed[A/fs],   0.161022,   0.167574,   0.660429,   0.676425,  
 
C2H2_14r121,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8279817104,    2.5784231424,    0.9989029593,    0.9999737778,  
Time[fs],  55.759000,  56.287000,  26.707000,  26.735000,  
Charge Sum,    6.4052815900, 
X Velocity[A/fs],  -0.201705,   0.197882,  -0.668077,   0.666026,  
Y Velocity[A/fs],   0.005077,  -0.007704,  -0.053604,   0.099876, 
Z Velocity[A/fs],  -0.003030,   0.011530,   0.043586,  -0.058128,  
Speed[A/fs],   0.201792,   0.198368,   0.671640,   0.675977,  
 
C2H2_14r115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3809996843,    1.9439082146,    0.9986444027,    0.9999258097,  
Time[fs],  63.313000,  63.788000,  26.934000,  26.900000,  
Charge Sum,    6.3234781113, 
X Velocity[A/fs],  -0.160670,   0.158218,  -0.660284,   0.670527,  
Y Velocity[A/fs],  -0.003397,  -0.000296,  -0.016208,   0.071794, 
Z Velocity[A/fs],   0.008194,   0.003227,  -0.018662,  -0.005908,  
