C4H10_14r45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
C4H10_14r7,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1634814739,    1.7752821445,    1.2964682579,    2.1295408010,    0.9991739860,    0.9966671299,    0.9489511587,    0.9984181413,    0.9960399251,    0.9992307940,    0.9979278627,    0.9983361880,    0.9996902548,    0.9997307571,  
Time[fs],  70.092000,  73.383000,  70.927000,  66.412000,  28.477000,  29.026000,  26.943000,  27.831000,  29.148000,  29.087000,  28.408000,  29.022000,  29.770000,  26.981000,  
Charge Sum,   17.2989388751, 
X Velocity[A/fs],  -0.167439,  -0.115605,   0.099493,   0.181398,  -0.238557,  -0.500256,  -0.852609,  -0.101418,  -0.550475,   0.525592,   0.082964,   0.221800,   0.398133,   0.825205,  
Y Velocity[A/fs],  -0.137281,   0.139648,   0.155727,  -0.151894,  -0.822653,  -0.104996,  -0.108172,   0.088663,   0.721330,   0.710976,   0.279028,  -0.752699,  -0.319312,  -0.046362, 
Z Velocity[A/fs],   0.093651,  -0.156720,   0.105282,  -0.032985,  -0.207458,   0.739619,  -0.147641,  -0.870709,   0.085606,  -0.169472,   0.831167,   0.437665,  -0.736616,   0.153931,  
Speed[A/fs],   0.235908,   0.239640,   0.212683,   0.238883,   0.881309,   0.899064,   0.872032,   0.881068,   0.911410,   0.900253,   0.880669,   0.898499,   0.896144,   0.840718,  
 
C4H10_14r16,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9257948399,    1.8962395191,    1.5841484070,    1.9230759144,    0.9983068005,    0.9939377601,    0.9437053911,    0.9991850776,    0.9998304754,    0.9995872279,    0.9958140859,    0.9973224469,    0.9996372742,    0.9999033185,  
Time[fs],  65.349000,  67.692000,  69.439000,  68.673000,  28.368000,  29.559000,  26.824000,  28.279000,  28.642000,  30.165000,  28.101000,  28.604000,  29.589000,  27.027000,  
Charge Sum,   17.2564885385, 
X Velocity[A/fs],  -0.183843,  -0.113114,   0.110873,   0.168762,  -0.232115,  -0.473769,  -0.869259,  -0.105087,  -0.511899,   0.605125,   0.197534,   0.129776,   0.438253,   0.823616,  
Y Velocity[A/fs],  -0.156703,   0.170761,   0.160907,  -0.153267,  -0.796566,  -0.210655,  -0.026152,   0.216264,   0.750987,   0.662767,   0.155831,  -0.794151,  -0.211453,  -0.168451, 
Z Velocity[A/fs],   0.020003,  -0.122995,   0.132295,  -0.016740,  -0.338086,   0.744960,  -0.177691,  -0.852093,   0.117994,  -0.143324,   0.847704,   0.352817,  -0.737552,   0.144009,  
Speed[A/fs],   0.242393,   0.238918,   0.235978,   0.228586,   0.895934,   0.907633,   0.887620,   0.885367,   0.916485,   0.908834,   0.884254,   0.878634,   0.883607,   0.852912,  
 
C4H10_14r42,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.7585299015,    1.7807805538,    1.9439735413,    1.7917051315,    0.9972627803,    0.9996572100,    0.9801385254,    0.9994908531,    0.9957778440,    0.9993728283,    0.9974119700,    0.9959706054,    0.9964922138,    0.9998891062,  
Time[fs],  66.665000,  73.506000,  68.274000,  70.911000,  29.339000,  30.439000,  27.245000,  28.347000,  29.872000,  29.274000,  28.170000,  28.094000,  30.521000,  27.431000,  
Charge Sum,   17.2364530647, 
X Velocity[A/fs],  -0.177184,  -0.104759,   0.104364,   0.162248,  -0.203374,  -0.517565,  -0.844039,  -0.048387,  -0.612396,   0.532364,   0.039519,   0.154506,   0.555770,   0.796877,  
Y Velocity[A/fs],  -0.145194,   0.149297,   0.167286,  -0.150364,  -0.723788,  -0.293604,  -0.035111,   0.317073,   0.680883,   0.714550,   0.180840,  -0.827633,  -0.132993,  -0.120293, 
Z Velocity[A/fs],   0.038657,  -0.147507,   0.155662,  -0.020105,  -0.473542,   0.696263,  -0.249719,  -0.832914,   0.163859,  -0.131888,   0.861868,   0.211144,  -0.686799,   0.311622,  
Speed[A/fs],   0.232314,   0.234568,   0.251211,   0.222121,   0.888523,   0.915892,   0.880905,   0.892537,   0.930312,   0.900771,   0.881522,   0.868004,   0.893454,   0.864055,  
 
C4H10_14r17,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.0668406487,    1.7192568779,    1.8047037125,    1.5315840244,    0.9985453923,    0.9977990899,    0.9983034781,    0.9994487397,    0.9956834489,    0.9996940362,    0.9961083289,    0.9975869174,    0.9996066870,    0.9999601898,  
Time[fs],  64.672000,  71.132000,  70.430000,  68.539000,  28.570000,  30.160000,  27.443000,  28.261000,  29.202000,  30.388000,  28.076000,  29.008000,  30.042000,  27.044000,  
Charge Sum,   17.1051215716, 
X Velocity[A/fs],  -0.186411,  -0.111504,   0.101418,   0.167033,  -0.146479,  -0.521407,  -0.843020,  -0.096195,  -0.536398,   0.595623,   0.103356,   0.193725,   0.428869,   0.820751,  
Y Velocity[A/fs],  -0.155002,   0.157444,   0.157798,  -0.129734,  -0.807124,  -0.259096,  -0.086052,   0.287460,   0.724195,   0.651548,   0.206369,  -0.745217,  -0.236301,  -0.112727, 
Z Velocity[A/fs],   0.024182,  -0.132553,   0.145910,  -0.030313,  -0.323640,   0.711229,  -0.289980,  -0.833643,   0.200256,  -0.198295,   0.854527,   0.442467,  -0.735616,   0.173620,  
Speed[A/fs],   0.243638,   0.234077,   0.237646,   0.213658,   0.881844,   0.919153,   0.895643,   0.887044,   0.923192,   0.904767,   0.885148,   0.888062,   0.883684,   0.846454,  
 
C4H10_14r48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.6195406914,    2.0077869892,    1.8783531189,    2.1566183567,    0.9992618572,    0.9996539162,    0.9495112821,    0.9993431867,    0.9976981988,    0.9976835609,    0.9981820781,    0.9982046176,    0.9997746173,    0.9999469445,  
Time[fs],  69.052000,  69.268000,  69.879000,  65.171000,  28.794000,  30.556000,  26.758000,  28.166000,  29.164000,  28.673000,  28.221000,  28.620000,  29.960000,  27.115000,  
Charge Sum,   17.6015594158, 
X Velocity[A/fs],  -0.168377,  -0.113699,   0.105794,   0.183942,  -0.213406,  -0.526937,  -0.872015,  -0.038770,  -0.576641,   0.473135,  -0.047743,   0.152859,   0.497849,   0.818019,  
Y Velocity[A/fs],  -0.147022,   0.163757,   0.158712,  -0.161117,  -0.756781,  -0.289460,  -0.026152,   0.251230,   0.715898,   0.751301,   0.240320,  -0.790470,  -0.209495,  -0.038823, 
Z Velocity[A/fs],   0.023997,  -0.149686,   0.166967,  -0.031176,  -0.418111,   0.686178,  -0.112673,  -0.859572,   0.081363,  -0.146197,   0.858477,   0.366485,  -0.733902,   0.252114,  
Speed[A/fs],   0.224816,   0.249298,   0.253495,   0.246507,   0.890548,   0.912299,   0.879653,   0.896372,   0.922846,   0.899824,   0.892758,   0.884601,   0.911238,   0.856869,  
 
C4H10_14r27,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.0733579397,    1.6891345978,    1.9260294437,    2.0920531750,    0.9993066848,    0.9996153727,    0.9789272994,    0.9991986800,    0.9961663398,    0.9993156549,    0.9979370164,    0.9962351245,    0.9971148139,    0.9999355033,  
Time[fs],  65.518000,  72.101000,  68.816000,  64.127000,  28.538000,  30.509000,  27.245000,  28.227000,  29.368000,  29.268000,  28.202000,  28.507000,  30.601000,  27.441000,  
Charge Sum,   17.7443276460, 
X Velocity[A/fs],  -0.183812,  -0.106520,   0.099323,   0.188645,  -0.202041,  -0.585342,  -0.835859,   0.031046,  -0.588556,   0.546261,  -0.041003,   0.154982,   0.588217,   0.799312,  
Y Velocity[A/fs],  -0.155019,   0.154307,   0.166016,  -0.149917,  -0.809010,  -0.222390,  -0.078660,   0.269818,   0.711089,   0.721287,   0.218399,  -0.822384,  -0.202549,  -0.085682, 
Z Velocity[A/fs],   0.024635,  -0.145998,   0.163390,  -0.045502,  -0.325017,   0.688895,  -0.291786,  -0.847761,   0.079177,  -0.098602,   0.868830,   0.294563,  -0.677393,   0.344180,  
Speed[A/fs],   0.241712,   0.237640,   0.253224,   0.245220,   0.894961,   0.930945,   0.888812,   0.890204,   0.926453,   0.910154,   0.896797,   0.887188,   0.919721,   0.874472,  
 
C4H10_14r31,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8912780285,    1.8216795921,    1.6693263054,    1.9970440865,    0.9979498379,    0.9995652603,    0.9855699968,    0.9982242967,    0.9998469527,    0.9971519837,    0.9974943863,    0.9971870722,    0.9996430652,    0.9999792259,  
Time[fs],  66.332000,  67.434000,  73.192000,  69.489000,  27.897000,  30.793000,  27.249000,  27.882000,  28.698000,  28.872000,  28.145000,  28.534000,  29.276000,  27.040000,  
Charge Sum,   17.3519400901, 
X Velocity[A/fs],  -0.178783,  -0.113220,   0.110086,   0.167607,  -0.186703,  -0.624338,  -0.840567,  -0.107028,  -0.516102,   0.515647,   0.101614,   0.234895,   0.486253,   0.820202,  
Y Velocity[A/fs],  -0.156668,   0.171401,   0.140464,  -0.142242,  -0.836508,  -0.102145,  -0.139967,   0.120393,   0.746203,   0.730695,   0.075273,  -0.787227,  -0.090097,  -0.099771, 
Z Velocity[A/fs],   0.021719,  -0.124514,   0.155442,  -0.076567,  -0.173605,   0.672863,  -0.262175,  -0.874407,   0.104422,   0.021160,   0.864461,   0.306715,  -0.744572,   0.168829,  
Speed[A/fs],   0.238705,   0.240209,   0.236667,   0.232782,   0.874496,   0.923567,   0.891561,   0.889122,   0.913282,   0.894570,   0.873662,   0.876913,   0.893838,   0.843320,  
 
C4H10_14r47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8139278889,    2.0329017639,    1.5186221600,    1.7488250732,    0.9968114605,    0.9997111480,    0.9766884223,    0.9991654824,    0.9998395840,    0.9992659554,    0.9984685739,    0.9953280990,    0.9977467426,    0.9763978161,  
Time[fs],  70.808000,  71.020000,  73.752000,  66.329000,  28.990000,  30.552000,  27.097000,  28.229000,  28.618000,  29.187000,  28.081000,  28.435000,  31.197000,  28.139000,  
Charge Sum,   17.0537001700, 
X Velocity[A/fs],  -0.159514,  -0.116079,   0.089950,   0.177711,  -0.246313,  -0.564219,  -0.842318,  -0.010687,  -0.491272,   0.541395,  -0.034776,   0.123958,   0.635259,   0.759435,  
Y Velocity[A/fs],  -0.156374,   0.158741,   0.146866,  -0.135582,  -0.742968,  -0.240222,  -0.047638,   0.213233,   0.749262,   0.701939,   0.212092,  -0.815831,  -0.124656,  -0.144596, 
Z Velocity[A/fs],   0.039016,  -0.142429,   0.135433,  -0.035643,  -0.435399,   0.683521,  -0.223358,  -0.857877,   0.087646,  -0.116613,   0.850477,   0.240704,  -0.640925,   0.366974,  
Speed[A/fs],   0.226759,   0.242815,   0.219095,   0.226350,   0.895680,   0.918287,   0.872730,   0.884045,   0.900235,   0.894106,   0.877213,   0.859583,   0.910976,   0.855757,  
 
C4H10_14r10,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9363832474,    1.8357794285,    1.2884664536,    1.8912887573,    0.9997379742,    0.9986555417,    0.9879287723,    0.9987333751,    0.9988005423,    0.9977464557,    0.9987099284,    0.9968656639,    0.9999191542,    0.9999699122,  
Time[fs],  73.111000,  72.124000,  75.386000,  68.196000,  28.246000,  29.226000,  27.167000,  27.862000,  29.025000,  28.319000,  28.077000,  28.391000,  30.082000,  27.134000,  
Charge Sum,   16.9289852068, 
X Velocity[A/fs],  -0.156576,  -0.111105,   0.088073,   0.172004,  -0.263017,  -0.504730,  -0.839091,  -0.169656,  -0.519452,   0.454267,   0.115933,   0.184700,   0.493069,   0.804735,  
Y Velocity[A/fs],  -0.122668,   0.139272,   0.143396,  -0.143771,  -0.782675,  -0.054184,  -0.126556,   0.140881,   0.722967,   0.751700,   0.143465,  -0.797980,  -0.113976,  -0.072489, 
Z Velocity[A/fs],   0.089550,  -0.160348,   0.110728,  -0.021386,  -0.228273,   0.739900,  -0.193005,  -0.853376,   0.169045,  -0.071340,   0.853347,   0.284157,  -0.707485,   0.201209,  
Speed[A/fs],   0.218134,   0.239692,   0.201444,   0.225195,   0.856660,   0.897296,   0.870253,   0.881408,   0.906139,   0.881193,   0.873054,   0.866967,   0.869852,   0.832669,  
 
C4H10_14r32,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.0676584244,    1.8147840500,    1.9163930416,    2.0340863466,    0.9986476914,    0.9983660487,    0.9834171552,    0.9996181302,    0.9975555800,    0.9998804820,    0.9981981145,    0.9982788740,    0.9981819841,    0.9999049854,  
Time[fs],  65.207000,  68.268000,  67.398000,  64.728000,  28.804000,  30.117000,  27.065000,  28.120000,  29.435000,  29.690000,  27.868000,  28.275000,  30.755000,  27.263000,  
Charge Sum,   17.8049709080, 
X Velocity[A/fs],  -0.185377,  -0.124132,   0.098247,   0.186018,  -0.199353,  -0.526585,  -0.865504,  -0.019542,  -0.569068,   0.561212,   0.017563,   0.119681,   0.555598,   0.813825,  
Y Velocity[A/fs],  -0.161265,   0.167049,   0.170814,  -0.149383,  -0.749261,  -0.220416,  -0.061200,   0.273189,   0.712973,   0.703140,   0.226291,  -0.818245,  -0.217110,  -0.072495, 
Z Velocity[A/fs],   0.021225,  -0.143337,   0.150165,  -0.032917,  -0.454444,   0.720840,  -0.217183,  -0.857748,   0.197540,  -0.144568,   0.867926,   0.285818,  -0.678946,   0.268458,  
Speed[A/fs],   0.246620,   0.252705,   0.247749,   0.240835,   0.898695,   0.919503,   0.894433,   0.900414,   0.933376,   0.911188,   0.897113,   0.874951,   0.903766,   0.860021,  
 
C4H10_14r21,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.4893167019,    1.7719419003,    2.0813543797,    1.8926725388,    0.9976715248,    0.9966911839,    0.9609101787,    0.9990225713,    0.9998470264,    0.9993434821,    0.9990417726,    0.9982732767,    0.9998004207,    0.9999365697,  
Time[fs],  69.663000,  73.966000,  68.194000,  68.939000,  29.285000,  29.692000,  26.742000,  27.952000,  28.883000,  29.196000,  28.146000,  28.058000,  30.417000,  27.304000,  
Charge Sum,   17.1858235274, 
X Velocity[A/fs],  -0.164943,  -0.133431,   0.106230,   0.167489,  -0.280735,  -0.372384,  -0.876521,  -0.097158,  -0.540973,   0.521098,  -0.009396,   0.130782,   0.565993,   0.803534,  
Y Velocity[A/fs],  -0.145987,   0.147612,   0.168638,  -0.157579,  -0.741681,  -0.326225,   0.011174,   0.099452,   0.734780,   0.723067,   0.248361,  -0.834580,  -0.162037,  -0.066214, 
Z Velocity[A/fs],   0.015181,  -0.135842,   0.142111,  -0.032636,  -0.450351,   0.753486,  -0.057990,  -0.876561,   0.045904,  -0.075731,   0.857390,   0.219675,  -0.683255,   0.268665,  
Speed[A/fs],   0.220791,   0.240928,   0.244784,   0.232269,   0.911987,   0.901573,   0.878508,   0.887519,   0.913597,   0.894485,   0.892686,   0.872860,   0.901910,   0.849842,  
 
C4H10_14r43,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8526737690,    1.5292837620,    1.9605295658,    2.0730365515,    0.9993938536,    0.9998259152,    0.9644721858,    0.9987248718,    0.9998806422,    0.9997542663,    0.9978284007,    0.9969999157,    0.9998346553,    0.9999764588,  
Time[fs],  65.918000,  72.413000,  68.134000,  64.174000,  28.730000,  28.754000,  26.838000,  27.807000,  28.718000,  29.889000,  28.026000,  28.412000,  30.063000,  27.131000,  
Charge Sum,   17.3722148137, 
X Velocity[A/fs],  -0.182114,  -0.116184,   0.083782,   0.186837,  -0.270372,  -0.417901,  -0.867744,  -0.107238,  -0.546027,   0.562867,   0.103584,   0.120454,   0.523311,   0.813316,  
Y Velocity[A/fs],  -0.124042,   0.125563,   0.170603,  -0.145030,  -0.769168,  -0.237510,  -0.033475,   0.136202,   0.736525,   0.686397,   0.251587,  -0.815444,  -0.194626,  -0.149971, 
Z Velocity[A/fs],   0.076430,  -0.158823,   0.142187,  -0.028614,  -0.377229,   0.772870,  -0.099898,  -0.872519,   0.020622,  -0.166164,   0.848342,   0.290821,  -0.708310,   0.228790,  
Speed[A/fs],   0.233224,   0.233430,   0.237365,   0.238245,   0.898344,   0.910153,   0.874117,   0.889573,   0.917082,   0.903089,   0.890904,   0.874091,   0.901907,   0.858090,  
 
C4H10_14r5,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.3707296848,    1.2287657261,    1.8700788021,    2.0884089470,    0.9994543621,    0.9975526286,    0.9507261515,    0.9971908436,    0.9998842945,    0.9982469091,    0.9980366181,    0.9982569336,    0.9972136086,    0.9996866706,  
Time[fs],  67.775000,  77.138000,  70.471000,  70.303000,  28.273000,  29.417000,  26.932000,  27.931000,  28.755000,  28.730000,  28.013000,  29.412000,  28.552000,  26.789000,  
Charge Sum,   17.4942321804, 
X Velocity[A/fs],  -0.177456,  -0.105581,   0.112691,   0.166399,  -0.203135,  -0.511526,  -0.851299,  -0.167299,  -0.511324,   0.480774,   0.146780,   0.337725,   0.334606,   0.827123,  
Y Velocity[A/fs],  -0.142263,   0.137644,   0.161097,  -0.136370,  -0.828814,  -0.175865,  -0.076588,   0.171325,   0.733020,   0.739262,   0.158392,  -0.729600,  -0.201170,  -0.035282, 
Z Velocity[A/fs],   0.083789,  -0.133675,   0.148367,  -0.101096,  -0.229437,   0.731945,  -0.191650,  -0.860967,   0.143564,  -0.180454,   0.859388,   0.366017,  -0.795454,   0.074824,  
Speed[A/fs],   0.242384,   0.219003,   0.246301,   0.237710,   0.883650,   0.910127,   0.875960,   0.893647,   0.905197,   0.900120,   0.886104,   0.883370,   0.886102,   0.831249,  
 
C4H10_14r9,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8189163208,    1.5947110653,    1.9356935024,    1.8942282200,    0.9987809393,    0.9996714653,    0.9998777217,    0.9989113470,    0.9934771378,    0.9992088628,    0.9956745561,    0.9937336463,    0.9922632971,    0.9998255725,  
Time[fs],  63.311000,  74.249000,  71.088000,  70.397000,  28.536000,  31.008000,  28.280000,  28.477000,  29.275000,  29.186000,  28.227000,  28.913000,  28.406000,  26.765000,  
Charge Sum,   17.2149736544, 
X Velocity[A/fs],  -0.191418,  -0.102034,   0.121798,   0.164246,  -0.176736,  -0.643066,  -0.790302,  -0.160454,  -0.557046,   0.513095,   0.107548,   0.332006,   0.348716,   0.848125,  
Y Velocity[A/fs],  -0.127699,   0.149428,   0.136107,  -0.127802,  -0.837660,  -0.083251,  -0.255322,   0.245554,   0.717717,   0.731021,   0.071229,  -0.775459,  -0.120183,  -0.046206, 
Z Velocity[A/fs],   0.026606,  -0.125965,   0.166150,  -0.096155,  -0.016853,   0.653396,  -0.358260,  -0.837559,   0.091252,  -0.076047,   0.867890,   0.295277,  -0.810668,   0.072596,  
Speed[A/fs],   0.231637,   0.220470,   0.246912,   0.229251,   0.856267,   0.920538,   0.904498,   0.887438,   0.913096,   0.896349,   0.877424,   0.893730,   0.890634,   0.852479,  
 
C4H10_14r33,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9192998409,    1.4551362991,    1.9816467762,    2.2020533085,    0.9996990352,    0.9959160727,    0.9436490461,    0.9985547169,    0.9969995101,    0.9981527603,    0.9977914761,    0.9975751962,    0.9997868609,    0.9998791240,  
Time[fs],  64.888000,  74.614000,  65.373000,  67.022000,  28.630000,  30.136000,  26.870000,  27.692000,  29.160000,  28.563000,  27.748000,  28.056000,  30.288000,  27.176000,  
Charge Sum,   17.4861400234, 
X Velocity[A/fs],  -0.185945,  -0.100117,   0.099244,   0.178379,  -0.209598,  -0.526344,  -0.858634,  -0.066436,  -0.547905,   0.486175,   0.053257,   0.194168,   0.542133,   0.820485,  
Y Velocity[A/fs],  -0.142194,   0.144314,   0.181190,  -0.165851,  -0.794722,  -0.256900,  -0.104058,   0.197533,   0.722502,   0.755585,   0.122033,  -0.817171,  -0.162850,  -0.061134, 
Z Velocity[A/fs],   0.021057,  -0.143554,   0.145780,  -0.025719,  -0.358965,   0.706741,  -0.158609,  -0.872469,   0.094824,  -0.061156,   0.878279,   0.266779,  -0.704449,   0.243795,  
Speed[A/fs],   0.235027,   0.226843,   0.252846,   0.244923,   0.896867,   0.917888,   0.879339,   0.897015,   0.911702,   0.900564,   0.888315,   0.881272,   0.903702,   0.858119,  
 
C4H10_14r11,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8315057755,    1.8563125134,    1.8775081635,    1.9774305820,    0.9993648851,    0.9971762283,    0.9810935576,    0.9995100459,    0.9965893477,    0.9991578939,    0.9976642374,    0.9954057485,    0.9963703612,    0.9999571609,  
Time[fs],  64.673000,  72.115000,  70.517000,  69.339000,  28.496000,  30.203000,  27.194000,  28.191000,  28.980000,  29.050000,  28.107000,  28.351000,  30.746000,  27.170000,  
Charge Sum,   17.5050465007, 
X Velocity[A/fs],  -0.185769,  -0.116136,   0.116332,   0.167307,  -0.214813,  -0.530879,  -0.844710,  -0.108107,  -0.527419,   0.502418,   0.074005,   0.186894,   0.557462,   0.821631,  
Y Velocity[A/fs],  -0.150659,   0.155217,   0.159927,  -0.162116,  -0.809599,  -0.196528,  -0.062641,   0.229389,   0.733714,   0.731879,   0.262299,  -0.824483,  -0.158740,  -0.073602, 
Z Velocity[A/fs],   0.029352,  -0.140697,   0.145345,  -0.017989,  -0.292024,   0.719057,  -0.282475,  -0.852422,   0.130979,  -0.123358,   0.841716,   0.260408,  -0.678068,   0.234911,  
Speed[A/fs],   0.240977,   0.239532,   0.245428,   0.233660,   0.887059,   0.915150,   0.892889,   0.889343,   0.913051,   0.896264,   0.884739,   0.884598,   0.892041,   0.857716,  
 
C4H10_14r20,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.6882834435,    1.7925183773,    1.5693013668,    1.9189138412,    0.9988389323,    0.9989701443,    0.9860138204,    0.9996911425,    0.9985170339,    0.9997642234,    0.9992641601,    0.9981471561,    0.9999003462,    0.9999832012,  
Time[fs],  70.728000,  70.672000,  72.518000,  73.933000,  29.328000,  30.097000,  26.929000,  28.212000,  29.401000,  29.252000,  27.869000,  28.663000,  29.474000,  27.196000,  
Charge Sum,   16.9481071891, 
X Velocity[A/fs],  -0.162620,  -0.107256,   0.111202,   0.154633,  -0.270293,  -0.482929,  -0.851667,  -0.047440,  -0.558314,   0.523689,   0.059715,   0.189635,   0.475463,   0.809795,  
Y Velocity[A/fs],  -0.144271,   0.160401,   0.129752,  -0.133127,  -0.717466,  -0.286140,  -0.013032,   0.303663,   0.706716,   0.713611,   0.196987,  -0.796532,  -0.175588,  -0.107447, 
Z Velocity[A/fs],   0.043298,  -0.117236,   0.157944,  -0.079108,  -0.450180,   0.710580,  -0.172812,  -0.830413,   0.159585,  -0.139395,   0.854093,   0.262673,  -0.729671,   0.230256,  
Speed[A/fs],   0.221663,   0.225780,   0.232697,   0.218843,   0.889088,   0.905550,   0.869121,   0.885464,   0.914674,   0.896059,   0.878547,   0.859897,   0.888434,   0.848723,  
 
C4H10_14r8,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.3075383902,    1.6904115677,    1.6637797356,    1.9302327633,    0.9994162438,    0.9971889376,    0.9835337289,    0.9995491860,    0.9976879037,    0.9994363190,    0.9977220849,    0.9975240256,    0.9997879091,    0.9998834754,  
Time[fs],  63.457000,  67.939000,  69.954000,  64.740000,  28.583000,  29.854000,  27.272000,  28.008000,  29.426000,  29.311000,  28.178000,  28.939000,  29.639000,  26.613000,  
Charge Sum,   17.5636922706, 
X Velocity[A/fs],  -0.194877,  -0.109415,   0.105893,   0.185394,  -0.201503,  -0.485748,  -0.854312,  -0.118484,  -0.577055,   0.544718,   0.121859,   0.211536,   0.349364,   0.850028,  
Y Velocity[A/fs],  -0.153868,   0.168648,   0.161152,  -0.139722,  -0.805721,  -0.222995,  -0.105828,   0.254461,   0.710267,   0.714014,   0.226628,  -0.764152,  -0.291806,  -0.052908, 
Z Velocity[A/fs],   0.032417,  -0.142451,   0.137157,  -0.011230,  -0.315440,   0.745586,  -0.230185,  -0.855882,   0.149753,  -0.094453,   0.853043,   0.419642,  -0.754904,   0.071832,  
Speed[A/fs],   0.250406,   0.246386,   0.236634,   0.232420,   0.888421,   0.917375,   0.891086,   0.900735,   0.927307,   0.903026,   0.891007,   0.897093,   0.881525,   0.854697,  
 
C4H10_14r19,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9940564632,    1.4138946533,    2.1515693665,    1.8038547039,    0.9993132544,    0.9970301543,    0.9832992442,    0.9996813778,    0.9972520946,    0.9966606661,    0.9981215751,    0.9974338352,    0.9991686199,    0.9999618632,  
Time[fs],  63.494000,  73.112000,  69.200000,  71.620000,  28.738000,  30.271000,  27.420000,  28.111000,  30.102000,  28.783000,  28.095000,  28.536000,  29.140000,  27.030000,  
Charge Sum,   17.3312978717, 
X Velocity[A/fs],  -0.190975,  -0.095242,   0.133676,   0.159552,  -0.149394,  -0.542741,  -0.831599,  -0.178148,  -0.605225,   0.505551,   0.058774,   0.252533,   0.416547,   0.835403,  
Y Velocity[A/fs],  -0.138001,   0.149652,   0.164277,  -0.141411,  -0.803106,  -0.208317,  -0.174881,   0.256101,   0.668397,   0.738693,   0.149943,  -0.788202,  -0.163001,  -0.035724, 
Z Velocity[A/fs],   0.022483,  -0.120973,   0.147592,  -0.071946,  -0.300562,   0.700561,  -0.266124,  -0.840651,   0.198357,  -0.049607,   0.864735,   0.308250,  -0.770363,   0.164262,  
Speed[A/fs],   0.236688,   0.214712,   0.258147,   0.225011,   0.870423,   0.910357,   0.890485,   0.896671,   0.923254,   0.896499,   0.879604,   0.883207,   0.890809,   0.852148,  
 
C4H10_14r22,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1552841663,    1.3461744785,    1.7328417301,    2.1322246790,    0.9994627664,    0.9974806407,    0.9657257982,    0.9995986772,    0.9971206365,    0.9991960153,    0.9983564104,    0.9971924548,    0.9997968833,    0.9999550869,  
