C4H10_28r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Y Velocity[A/fs],  -0.257642,   0.262328,   0.321717,  -0.292967,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.165920,   0.000000, 
Z Velocity[A/fs],   0.163625,  -0.314400,   0.248161,  -0.062186,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881449,   0.000000,  
Speed[A/fs],   0.457891,   0.476827,   0.460061,   0.446823,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.116517,   0.000000,  
 
C4H10_28r41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9148665592,    3.9290950000,    3.8728768229,    3.9396139681,    0.9987714082,    0.9989581105,    0.9984796611,    0.9995423745,    0.9980159048,    0.9999336219,    0.9991845703,    0.9983018746,    0.9993721175,    0.9999000350,  
Time[fs],  41.905000,  45.797000,  46.256000,  42.659000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.6469120287, 
X Velocity[A/fs],  -0.350649,  -0.239736,   0.216501,   0.335510,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.271969,   0.292838,   0.290651,  -0.288183,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.121297,  -0.285619,   0.272294,  -0.094552,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.460038,   0.474137,   0.453315,   0.452279,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r37,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9081317857,    3.9038918018,    3.8620802611,    3.9483311735,    0.9996289217,    0.9995360805,    0.9993131427,    0.9996320725,    0.9981733015,    0.9994458193,    0.9990363703,    0.9998216443,    0.9994928507,    0.8745670170,  
Time[fs],  41.817000,  43.472000,  45.406000,  43.279000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.4910822425, 
X Velocity[A/fs],  -0.354379,  -0.229813,   0.211574,   0.331164,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.288182,   0.323056,   0.297079,  -0.286212,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.056969,  -0.251299,   0.301831,  -0.072049,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.460303,   0.469394,   0.473415,   0.443596,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r7,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9106551260,    3.9473941848,    3.8258677572,    3.9420713745,    0.9995653314,    0.9987916838,    0.9985738497,    0.9996333036,    0.9979379727,    0.9999099385,    0.9991081977,    0.9998284799,    0.9995157889,    0.8934236616,  
Time[fs],  42.950000,  45.231000,  44.705000,  42.610000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5122766501, 
X Velocity[A/fs],  -0.335901,  -0.249583,   0.221220,   0.337708,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.260275,   0.265890,   0.309559,  -0.303669,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.154794,  -0.314192,   0.230236,  -0.048781,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.452254,   0.481358,   0.444718,   0.456773,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r22,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9386268519,    3.9270551130,    3.8551406562,    3.9596761465,    0.9988006942,    0.9992242823,    0.9988085473,    0.9996681753,    0.9978006755,    0.9995369953,    0.9993403062,    0.9979524489,    0.9999818308,    0.9107190296,  
Time[fs],  42.560000,  46.761000,  42.644000,  43.802000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5823317530, 
X Velocity[A/fs],  -0.341572,  -0.232046,   0.220854,   0.323458,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.279399,   0.275766,   0.332406,  -0.298924,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.135728,  -0.298046,   0.248928,  -0.056451,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.461690,   0.467679,   0.470357,   0.444036,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r36,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9036817476,    3.9250563905,    3.8962439895,    3.9637877829,    0.9988710278,    0.9996838724,    0.9989125864,    0.9995869658,    0.9997967405,    0.9999074621,    0.9990042028,    0.9997762299,    0.9999719320,    0.8848402649,  
Time[fs],  42.682000,  43.575000,  44.092000,  42.997000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5691211951, 
X Velocity[A/fs],  -0.337914,  -0.242337,   0.210000,   0.333064,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.306309,   0.319393,   0.313778,  -0.296942,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.040802,  -0.268590,   0.258739,  -0.048044,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.457904,   0.482576,   0.457714,   0.448792,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r27,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9194015414,    3.9154233485,    3.8416313678,    3.9576911740,    0.9995262600,    0.9995313581,    0.9988229086,    0.9995343825,    0.9985228943,    0.9999118162,    0.9993418984,    0.9976007487,    0.9999723940,    0.8924173713,  
Time[fs],  41.532000,  45.159000,  46.067000,  41.761000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5193294638, 
X Velocity[A/fs],  -0.355003,  -0.217452,   0.191665,   0.347997,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732087,   0.000000,  
Y Velocity[A/fs],  -0.296360,   0.301187,   0.291363,  -0.284509,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.067090,   0.000000, 
Z Velocity[A/fs],   0.042679,  -0.280767,   0.289498,  -0.057001,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.874919,   0.000000,  
Speed[A/fs],   0.464411,   0.465649,   0.453252,   0.453096,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.142775,   0.000000,  
 
C4H10_28r47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9333371222,    3.9082815796,    3.8365131170,    3.9502111077,    0.9988443376,    0.9995577971,    0.9987465692,    0.9996477020,    0.9975145312,    0.9999148874,    0.9993698128,    0.9973545659,    0.9993256747,    0.9826193284,  
Time[fs],  42.627000,  44.288000,  44.891000,  42.373000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.337000,   0.000000,  
Charge Sum,   25.6012381330, 
X Velocity[A/fs],  -0.341154,  -0.240155,   0.192592,   0.341767,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732528,   0.000000,  
Y Velocity[A/fs],  -0.311847,   0.310290,   0.304945,  -0.289397,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.151154,   0.000000, 
Z Velocity[A/fs],   0.049065,  -0.266975,   0.269354,  -0.050057,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883822,   0.000000,  
Speed[A/fs],   0.464803,   0.474584,   0.450150,   0.450623,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.157837,   0.000000,  
 
C4H10_28r3,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8943175375,    3.9051491693,    3.8800511211,    3.9486823268,    0.9986006096,    0.9995922909,    0.9986303879,    0.9995046480,    0.9997021263,    0.9999088493,    0.9992312474,    0.9971026820,    0.9999677652,    0.9824066311,  
Time[fs],  42.298000,  45.393000,  44.062000,  42.628000,   0.000000,  25.288000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.337000,   0.000000,  
Charge Sum,   25.6028473925, 
X Velocity[A/fs],  -0.345265,  -0.227181,   0.209589,   0.339789,   0.000000,  -0.802961,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732528,   0.000000,  
Y Velocity[A/fs],  -0.294965,   0.300690,   0.315695,  -0.291741,   0.000000,  -0.111013,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.151154,   0.000000, 
Z Velocity[A/fs],   0.044249,  -0.282796,   0.253603,  -0.050531,   0.000000,   0.840205,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883822,   0.000000,  
Speed[A/fs],   0.456257,   0.471169,   0.455967,   0.450692,   0.000000,   1.167482,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.157837,   0.000000,  
 
C4H10_28r9,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8965017274,    3.8951451629,    3.8730760515,    3.9567305595,    0.9994278938,    0.9999948291,    0.9828305785,    0.9994879331,    0.9974141985,    0.9993729090,    0.9987929229,    0.9998895602,    0.9973911685,    0.8434071690,  
Time[fs],  40.978000,  45.096000,  45.712000,  43.374000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.337000,   0.000000,  
Charge Sum,   25.4394626639, 
X Velocity[A/fs],  -0.365252,  -0.235978,   0.231162,   0.327992,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732528,   0.000000,  
Y Velocity[A/fs],  -0.273231,   0.305777,   0.253416,  -0.254228,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.151154,   0.000000, 
Z Velocity[A/fs],   0.091029,  -0.251809,   0.310639,  -0.167569,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883822,   0.000000,  
Speed[A/fs],   0.465135,   0.461078,   0.462766,   0.447538,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.157837,   0.000000,  
 
C4H10_28r23,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9501143247,    3.9036876410,    3.8284988850,    3.9463461824,    0.9988087309,    0.9993907831,    0.9983054876,    0.9995792087,    0.9983621627,    0.9993519352,    0.9990578457,    0.9986367760,    0.9999732932,    0.9870412461,  
Time[fs],  42.030000,  44.095000,  45.363000,  41.431000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.337000,   0.000000,  
Charge Sum,   25.6071545024, 
X Velocity[A/fs],  -0.349447,  -0.241290,   0.195831,   0.353094,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732528,   0.000000,  
Y Velocity[A/fs],  -0.294630,   0.313310,   0.300509,  -0.288348,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.151154,   0.000000, 
Z Velocity[A/fs],   0.039698,  -0.274296,   0.263400,  -0.036955,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883822,   0.000000,  
Speed[A/fs],   0.458798,   0.481272,   0.445012,   0.457369,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.157837,   0.000000,  
 
C4H10_28r13,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9157504886,    3.9133595526,    3.8640480787,    3.9637964107,    0.9997343333,    0.9991413836,    0.9989394826,    0.9996914202,    0.9997774487,    0.9982457552,    0.9991413572,    0.9986050017,    0.9999698113,    0.9830425773,  
Time[fs],  42.583000,  43.074000,  45.387000,  43.577000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.337000,   0.000000,  
Charge Sum,   25.6332431017, 
X Velocity[A/fs],  -0.341000,  -0.236491,   0.221854,   0.322698,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.732528,   0.000000,  
Y Velocity[A/fs],  -0.294518,   0.328183,   0.245239,  -0.269794,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.151154,   0.000000, 
Z Velocity[A/fs],   0.046274,  -0.246041,   0.313608,  -0.169402,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883822,   0.000000,  
Speed[A/fs],   0.452950,   0.473465,   0.455754,   0.453453,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.157837,   0.000000,  
 
C4H10_28r32,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9331110120,    3.9227778316,    3.8041538894,    3.9551539645,    0.9990296555,    0.9994970431,    0.9983644589,    0.9996323128,    0.9983465553,    0.9994932407,    0.9991427526,    0.9982114307,    0.9993213280,    0.9029694870,  
Time[fs],  42.817000,  43.614000,  45.036000,  42.180000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.208000,   0.000000,  
Charge Sum,   25.5092049620, 
X Velocity[A/fs],  -0.339047,  -0.246353,   0.192305,   0.342817,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.641757,   0.000000,  
Y Velocity[A/fs],  -0.302985,   0.318074,   0.302566,  -0.285268,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.272369,   0.000000, 
Z Velocity[A/fs],   0.039510,  -0.268195,   0.267107,  -0.039944,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.883957,   0.000000,  
Speed[A/fs],   0.456414,   0.483518,   0.447072,   0.447769,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.125796,   0.000000,  
 
C4H10_28r35,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9323457628,    3.9174925238,    3.8109180480,    3.9553583078,    0.9997094726,    0.9991128570,    0.9985223206,    0.9995130831,    0.9984932005,    0.9999699510,    0.9991547889,    0.9987738606,    0.9994394968,    0.9998997441,  
Time[fs],  42.296000,  46.059000,  44.822000,  43.776000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.6087034177, 
X Velocity[A/fs],  -0.344553,  -0.252335,   0.215639,   0.320155,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.265996,   0.285309,   0.302769,  -0.272265,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.138329,  -0.301361,   0.273328,  -0.112161,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.456733,   0.485688,   0.461386,   0.434980,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r43,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9116724133,    3.9221866876,    3.8177647591,    3.9687527735,    0.9988639198,    0.9992761458,    0.9983837532,    0.9995654339,    0.9977958158,    0.9999740055,    0.9989761757,    0.9982480729,    0.9999742946,    0.8993075788,  
Time[fs],  41.966000,  44.786000,  44.536000,  42.028000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5107418294, 
X Velocity[A/fs],  -0.352615,  -0.235787,   0.189862,   0.343962,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.261660,   0.263825,   0.309138,  -0.282529,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.141556,  -0.318956,   0.273522,  -0.047425,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.461348,   0.476373,   0.454344,   0.447640,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r17,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9085672274,    3.9073486328,    3.8488064706,    3.9438709430,    0.9989147326,    0.9992784985,    0.9992141725,    0.9996179416,    0.9982139675,    0.9999707100,    0.9989257127,    0.9998200286,    0.9993050597,    0.8711653352,  
Time[fs],  41.531000,  44.434000,  44.483000,  42.813000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4730194328, 
X Velocity[A/fs],  -0.359957,  -0.234784,   0.206819,   0.335691,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.292121,   0.311145,   0.310217,  -0.288568,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.036076,  -0.260894,   0.268075,  -0.047009,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.464979,   0.469042,   0.459209,   0.445163,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r49,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9085140899,    3.9142917991,    3.8499044478,    3.9556756802,    0.9984621597,    0.9995009118,    0.9987444326,    0.9995566454,    0.9980462706,    0.9999068692,    0.9990569633,    0.9979673550,    0.9994204368,    0.8721197098,  
Time[fs],  41.696000,  44.629000,  46.509000,  43.569000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4911677710, 
X Velocity[A/fs],  -0.354834,  -0.236354,   0.230254,   0.324011,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.280833,   0.311167,   0.283430,  -0.279292,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.075442,  -0.263023,   0.295270,  -0.119839,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.458766,   0.471030,   0.469610,   0.444239,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r42,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9181299806,    3.9072605669,    3.8571921140,    3.9536051452,    0.9989765629,    0.9994802407,    0.9987641801,    0.9995372740,    0.9987228762,    0.9994383400,    0.9991034830,    0.9983470743,    0.9999730730,    0.8717638105,  
Time[fs],  41.448000,  45.619000,  44.789000,  43.473000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5002947213, 
X Velocity[A/fs],  -0.359468,  -0.220439,   0.200527,   0.327236,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.292646,   0.297227,   0.305174,  -0.292099,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.066451,  -0.276483,   0.288628,  -0.052473,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.468268,   0.461931,   0.465455,   0.441768,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r10,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9408820681,    3.9201807305,    3.8125789016,    3.9496560320,    0.9997033954,    0.9984043966,    0.9986533716,    0.9996921225,    0.9982009225,    0.9983013101,    0.9992958303,    0.9986396588,    0.9999748194,    0.8698328733,  
Time[fs],  43.814000,  44.886000,  45.622000,  42.805000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4839964328, 
X Velocity[A/fs],  -0.327559,  -0.240672,   0.208364,   0.335206,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.263074,   0.274386,   0.298533,  -0.288619,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.149232,  -0.316301,   0.260953,  -0.092498,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.445840,   0.482966,   0.447922,   0.451907,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r12,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9284561500,    3.9327471107,    3.8818423599,    3.9407408945,    0.9996940716,    0.9995599918,    0.9989237790,    0.9997247602,    0.9980348132,    0.9995059836,    0.9991898758,    0.9980822374,    0.9994797142,    0.8958471045,  
Time[fs],  42.115000,  44.150000,  43.686000,  42.888000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5718288464, 
X Velocity[A/fs],  -0.347090,  -0.251666,   0.216150,   0.334766,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.311140,   0.313974,   0.319299,  -0.293278,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.045122,  -0.257008,   0.254655,  -0.040446,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.468312,   0.477461,   0.462084,   0.446896,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
