C2H2_14r176,   C[0],   C[1],   H[2],   H[3],  
Y Velocity[A/fs],  -0.000246,   0.000326,   0.040214,   0.019806, 
Z Velocity[A/fs],   0.001713,  -0.001944,   0.041864,  -0.002803,  
Speed[A/fs],   0.174677,   0.165359,   0.703259,   0.666798,  
 
C2H2_14r23,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7981593609,    2.5359268188,    0.9994999447,    0.9999346179,  
Time[fs],  60.604000,  61.952000,  26.851000,  26.920000,  
Charge Sum,    6.3335207423, 
X Velocity[A/fs],  -0.172945,   0.166159,  -0.683995,   0.664560,  
Y Velocity[A/fs],  -0.014258,   0.011799,   0.104321,  -0.106030, 
Z Velocity[A/fs],  -0.003975,   0.003873,   0.070721,  -0.070280,  
Speed[A/fs],   0.173578,   0.166623,   0.695509,   0.676625,  
 
C2H2_14r144,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9089748859,    2.3836909533,    0.9993878491,    0.9999426321,  
Time[fs],  59.776000,  63.740000,  26.709000,  26.901000,  
Charge Sum,    6.2919963205, 
X Velocity[A/fs],  -0.175939,   0.160448,  -0.697578,   0.671615,  
Y Velocity[A/fs],   0.005970,   0.001836,  -0.060568,  -0.032919, 
Z Velocity[A/fs],   0.001351,   0.002621,   0.063428,  -0.044071,  
Speed[A/fs],   0.176045,   0.160480,   0.703069,   0.673864,  
 
C2H2_14r182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4256073236,    1.9025673866,    0.9991212184,    0.9999135983,  
Time[fs],  60.890000,  61.374000,  26.890000,  26.952000,  
Charge Sum,    6.3272095270, 
X Velocity[A/fs],  -0.172237,   0.169658,  -0.692749,   0.657713,  
Y Velocity[A/fs],   0.008511,  -0.008945,  -0.080580,   0.088547, 
Z Velocity[A/fs],  -0.004746,   0.011858,   0.053289,  -0.080992,  
Speed[A/fs],   0.172513,   0.170307,   0.699453,   0.668571,  
 
C2H2_14r165,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7435216904,    2.5105255842,    0.9994157408,    0.9999199296,  
Time[fs],  63.318000,  61.407000,  26.828000,  26.760000,  
Charge Sum,    6.2533829450, 
X Velocity[A/fs],  -0.163129,   0.167469,  -0.688284,   0.680120,  
Y Velocity[A/fs],   0.001066,  -0.000772,   0.038301,  -0.041141, 
Z Velocity[A/fs],  -0.005554,  -0.001426,   0.044579,   0.034441,  
Speed[A/fs],   0.163227,   0.167477,   0.690789,   0.682233,  
 
C2H2_14r181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3752021790,    1.9361989498,    0.9994283469,    0.9999696389,  
Time[fs],  60.078000,  62.387000,  26.768000,  26.761000,  
Charge Sum,    6.3107991146, 
X Velocity[A/fs],  -0.174983,   0.165926,  -0.691675,   0.657812,  
Y Velocity[A/fs],  -0.002956,   0.005560,   0.063064,  -0.046251, 
Z Velocity[A/fs],   0.008228,  -0.006138,  -0.083135,   0.065023,  
Speed[A/fs],   0.175201,   0.166133,   0.699502,   0.662634,  
 
C2H2_14r78,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8905572891,    2.4281203747,    0.9995302983,    0.9998737411,  
Time[fs],  61.304000,  61.199000,  26.996000,  26.975000,  
Charge Sum,    6.3180817032, 
X Velocity[A/fs],  -0.171339,   0.170136,  -0.689957,   0.666847,  
Y Velocity[A/fs],   0.003636,  -0.009922,  -0.014282,   0.073058, 
Z Velocity[A/fs],  -0.005116,   0.006126,   0.086154,  -0.075261,  
Speed[A/fs],   0.171454,   0.170536,   0.695461,   0.675046,  
 
C2H2_14r150,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9579505920,    2.3667690754,    0.9993509484,    0.9999301309,  
Time[fs],  59.478000,  63.262000,  26.721000,  26.835000,  
Charge Sum,    6.3240007467, 
X Velocity[A/fs],  -0.176929,   0.161867,  -0.700020,   0.675032,  
Y Velocity[A/fs],   0.000223,  -0.005540,   0.035438,   0.007979, 
Z Velocity[A/fs],  -0.006317,   0.000746,   0.076655,  -0.027936,  
Speed[A/fs],   0.177042,   0.161963,   0.705096,   0.675657,  
 
C2H2_14r75,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2459968328,    2.0263820887,    0.9993657026,    0.9999340314,  
Time[fs],  59.830000,  63.816000,  26.741000,  26.941000,  
Charge Sum,    6.2716786555, 
X Velocity[A/fs],  -0.176518,   0.161502,  -0.693472,   0.660690,  
Y Velocity[A/fs],   0.000574,  -0.002670,   0.063165,  -0.035279, 
Z Velocity[A/fs],   0.003140,   0.007906,  -0.041225,  -0.047086,  
Speed[A/fs],   0.176546,   0.161717,   0.697562,   0.663304,  
 
C2H2_14r163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1604050398,    2.1562658548,    0.9989120531,    0.9999200612,  
Time[fs],  59.447000,  63.096000,  26.837000,  26.965000,  
Charge Sum,    6.3155030089, 
X Velocity[A/fs],  -0.178021,   0.163985,  -0.706802,   0.665335,  
Y Velocity[A/fs],  -0.003289,  -0.008288,   0.038122,   0.033960, 
Z Velocity[A/fs],  -0.001422,  -0.002528,   0.018082,   0.044747,  
Speed[A/fs],   0.178057,   0.164214,   0.708061,   0.667702,  
 
C2H2_14r88,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1578104496,    2.1713268757,    0.9986554843,    0.9999189091,  
Time[fs],  61.269000,  61.042000,  26.926000,  26.855000,  
Charge Sum,    6.3277117187, 
X Velocity[A/fs],  -0.171377,   0.170999,  -0.702639,   0.669887,  
Y Velocity[A/fs],   0.000147,   0.008558,  -0.029362,  -0.057978, 
Z Velocity[A/fs],   0.004547,   0.002616,  -0.007909,  -0.010408,  
Speed[A/fs],   0.171438,   0.171233,   0.703297,   0.672471,  
 
C2H2_14r168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1315163374,    2.2234702110,    0.9993773274,    0.9999592971,  
Time[fs],  60.545000,  61.053000,  26.712000,  26.639000,  
Charge Sum,    6.3543231729, 
X Velocity[A/fs],  -0.173844,   0.170665,  -0.700186,   0.667992,  
Y Velocity[A/fs],   0.005673,   0.003247,  -0.032940,  -0.040253, 
Z Velocity[A/fs],  -0.001230,  -0.003444,   0.024400,   0.056371,  
Speed[A/fs],   0.173941,   0.170731,   0.701385,   0.671574,  
 
C2H2_14r98,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3263131380,    1.9094099998,    0.9990436484,    0.9996445354,  
Time[fs],  61.683000,  62.669000,  26.938000,  27.171000,  
Charge Sum,    6.2344113217, 
X Velocity[A/fs],  -0.169764,   0.165263,  -0.694604,   0.664416,  
Y Velocity[A/fs],  -0.000973,   0.003591,   0.005853,  -0.041673, 
Z Velocity[A/fs],  -0.001453,  -0.006971,   0.024889,   0.056132,  
Speed[A/fs],   0.169773,   0.165449,   0.695074,   0.668083,  
 
C2H2_14r149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3261777163,    2.0251806974,    0.9994860652,    0.9999058004,  
Time[fs],  59.605000,  61.566000,  26.958000,  26.887000,  
Charge Sum,    6.3507502793, 
X Velocity[A/fs],  -0.176441,   0.168274,  -0.695163,   0.660408,  
Y Velocity[A/fs],  -0.011859,   0.012304,   0.104293,  -0.091268, 
Z Velocity[A/fs],   0.012842,  -0.010175,  -0.101290,   0.081926,  
Speed[A/fs],   0.177304,   0.169030,   0.710203,   0.671700,  
 
C2H2_14r72,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9632918835,    2.3039635420,    0.9994156049,    0.9999525257,  
Time[fs],  61.527000,  62.178000,  26.761000,  26.840000,  
Charge Sum,    6.2666235561, 
X Velocity[A/fs],  -0.170002,   0.165964,  -0.690144,   0.671145,  
Y Velocity[A/fs],   0.000792,  -0.009432,   0.015719,   0.052621, 
Z Velocity[A/fs],   0.006450,  -0.000967,  -0.069760,   0.065369,  
Speed[A/fs],   0.170127,   0.166234,   0.693839,   0.676371,  
 
C2H2_14r27,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1279489994,    2.2405041456,    0.9992300197,    0.9999284599,  
Time[fs],  60.084000,  60.992000,  26.900000,  26.730000,  
Charge Sum,    6.3676116246, 
X Velocity[A/fs],  -0.175349,   0.170514,  -0.694674,   0.673046,  
Y Velocity[A/fs],  -0.009219,  -0.001016,   0.070013,   0.018170, 
Z Velocity[A/fs],   0.008428,  -0.004135,  -0.092526,   0.066105,  
Speed[A/fs],   0.175794,   0.170567,   0.704298,   0.676528,  
 
C2H2_14r178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6564974785,    1.6660249233,    0.9989974165,    0.9999268460,  
Time[fs],  61.240000,  61.921000,  26.712000,  26.719000,  
Charge Sum,    6.3214466643, 
X Velocity[A/fs],  -0.169245,   0.165891,  -0.697227,   0.668874,  
Y Velocity[A/fs],   0.009556,   0.002874,  -0.066359,  -0.033342, 
Z Velocity[A/fs],   0.001830,  -0.005536,  -0.004423,   0.062765,  
Speed[A/fs],   0.169525,   0.166008,   0.700392,   0.672639,  
 
C2H2_14r153,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7866251469,    2.5542153120,    0.9987251004,    0.9999232349,  
Time[fs],  62.581000,  60.360000,  26.935000,  26.735000,  
Charge Sum,    6.3394887942, 
X Velocity[A/fs],  -0.166494,   0.172673,  -0.694081,   0.671316,  
Y Velocity[A/fs],  -0.006168,  -0.004594,   0.038771,   0.053516, 
Z Velocity[A/fs],   0.007573,   0.002701,  -0.028320,  -0.054505,  
Speed[A/fs],   0.166780,   0.172755,   0.695740,   0.675648,  
 
C2H2_14r87,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7829883099,    2.5352915525,    0.9995566551,    0.9999205881,  
Time[fs],  60.971000,  61.564000,  26.972000,  26.900000,  
Charge Sum,    6.3177571055, 
X Velocity[A/fs],  -0.171799,   0.168141,  -0.693073,   0.662726,  
Y Velocity[A/fs],  -0.002246,  -0.001533,  -0.008927,   0.046213, 
Z Velocity[A/fs],  -0.013231,   0.014244,   0.083789,  -0.078765,  
Speed[A/fs],   0.172322,   0.168750,   0.698177,   0.668988,  
 
C2H2_14r74,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0654422045,    2.2815763950,    0.9987178366,    0.9998877001,  
Time[fs],  60.939000,  60.577000,  26.879000,  26.741000,  
Charge Sum,    6.3456241362, 
X Velocity[A/fs],  -0.172206,   0.172461,  -0.705736,   0.665770,  
Y Velocity[A/fs],  -0.002617,   0.004790,   0.034523,  -0.064597, 
Z Velocity[A/fs],   0.000979,  -0.004248,  -0.050033,   0.065395,  
Speed[A/fs],   0.172228,   0.172579,   0.708349,   0.672085,  
 
C2H2_14r175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1035118103,    2.2054017782,    0.9992045439,    0.9999668218,  
Time[fs],  61.206000,  61.590000,  26.865000,  26.812000,  
Charge Sum,    6.3080849542, 
X Velocity[A/fs],  -0.171644,   0.168915,  -0.689820,   0.665038,  
Y Velocity[A/fs],  -0.015500,   0.008621,   0.072476,   0.004556, 
Z Velocity[A/fs],   0.000161,   0.005071,   0.039790,  -0.059147,  
Speed[A/fs],   0.172342,   0.169211,   0.694758,   0.667679,  
 
C2H2_14r96,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1403833628,    2.1720823050,    0.9993900821,    0.9999610829,  
Time[fs],  61.107000,  61.443000,  26.782000,  26.760000,  
Charge Sum,    6.3118168327, 
X Velocity[A/fs],  -0.171828,   0.169049,  -0.692919,   0.670878,  
Y Velocity[A/fs],   0.003075,   0.004303,  -0.032691,  -0.018121, 
Z Velocity[A/fs],  -0.003934,   0.002175,   0.074015,  -0.067249,  
Speed[A/fs],   0.171900,   0.169117,   0.697627,   0.674484,  
 
C2H2_14r73,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1216769218,    2.1899689436,    0.9991989504,    0.9998992407,  
Time[fs],  59.465000,  62.954000,  26.926000,  27.010000,  
Charge Sum,    6.3107440565, 
X Velocity[A/fs],  -0.178042,   0.164189,  -0.689392,   0.665236,  
Y Velocity[A/fs],  -0.009828,   0.005343,   0.101689,  -0.053083, 
Z Velocity[A/fs],  -0.004489,   0.005022,   0.074116,  -0.059693,  
Speed[A/fs],   0.178370,   0.164353,   0.700782,   0.670015,  
 
C2H2_14r20,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8653643131,    2.3337044716,    0.9993291285,    0.9999171450,  
Time[fs],  62.418000,  62.826000,  26.789000,  26.884000,  
Charge Sum,    6.1983150582, 
X Velocity[A/fs],  -0.166381,   0.163052,  -0.687059,   0.672924,  
Y Velocity[A/fs],  -0.000614,  -0.002366,   0.035820,  -0.004304, 
Z Velocity[A/fs],   0.008309,   0.007296,  -0.053450,  -0.043678,  
Speed[A/fs],   0.166590,   0.163232,   0.690066,   0.674353,  
 
C2H2_14r184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0402655602,    2.1625481844,    0.9997381554,    0.9997364403,  
Time[fs],  62.525000,  62.034000,  27.026000,  26.998000,  
Charge Sum,    6.2022883403, 
X Velocity[A/fs],  -0.167121,   0.167232,  -0.683173,   0.666933,  
Y Velocity[A/fs],  -0.006446,  -0.002472,   0.044277,   0.005290, 
Z Velocity[A/fs],   0.007148,  -0.001521,  -0.057133,   0.021464,  
Speed[A/fs],   0.167398,   0.167257,   0.686986,   0.667300,  
 
C2H2_14r154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0053739548,    2.3453958035,    0.9990520463,    0.9999422684,  
Time[fs],  60.363000,  61.520000,  26.813000,  26.714000,  
Charge Sum,    6.3497640729, 
X Velocity[A/fs],  -0.174540,   0.169137,  -0.703222,   0.667407,  
Y Velocity[A/fs],  -0.010554,  -0.001739,   0.049283,   0.027123, 
Z Velocity[A/fs],   0.001087,  -0.005735,  -0.009911,   0.050846,  
Speed[A/fs],   0.174862,   0.169243,   0.705016,   0.669891,  
 
C2H2_14r31,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8209228516,    2.5524654388,    0.9963445566,    0.9999674063,  
Time[fs],  59.513000,  61.202000,  26.724000,  26.781000,  
Charge Sum,    6.3697002533, 
X Velocity[A/fs],  -0.176328,   0.167957,  -0.692055,   0.673352,  
Y Velocity[A/fs],  -0.002024,  -0.004997,   0.025521,   0.056454, 
Z Velocity[A/fs],  -0.009059,   0.016506,   0.092574,  -0.095587,  
Speed[A/fs],   0.176572,   0.168840,   0.698685,   0.682442,  
 
C2H2_14r126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3931945562,    1.9430813789,    0.9991650278,    0.9999340028,  
Time[fs],  60.403000,  61.819000,  26.857000,  26.884000,  
Charge Sum,    6.3353749657, 
X Velocity[A/fs],  -0.174239,   0.168123,  -0.695170,   0.664848,  
Y Velocity[A/fs],   0.004206,   0.006554,  -0.030546,  -0.033271, 
Z Velocity[A/fs],   0.008479,  -0.004325,  -0.090574,   0.080535,  
Speed[A/fs],   0.174496,   0.168306,   0.701711,   0.670534,  
 
C2H2_14r45,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4759366512,    1.9340367317,    0.9982039088,    0.9999637367,  
Time[fs],  59.428000,  60.343000,  26.747000,  26.597000,  
Charge Sum,    6.4081410285, 
X Velocity[A/fs],  -0.176743,   0.172131,  -0.703922,   0.673476,  
Y Velocity[A/fs],   0.007887,  -0.006362,  -0.070540,   0.048978, 
Z Velocity[A/fs],   0.003640,   0.006249,  -0.033758,  -0.045209,  
Speed[A/fs],   0.176957,   0.172361,   0.708253,   0.676766,  
 
C2H2_14r53,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7876596451,    2.5499292612,    0.9993235762,    0.9999235641,  
Time[fs],  60.833000,  61.566000,  26.956000,  26.888000,  
Charge Sum,    6.3368360466, 
X Velocity[A/fs],  -0.172251,   0.167951,  -0.687527,   0.662466,  
Y Velocity[A/fs],  -0.006024,   0.005515,   0.077211,  -0.074718, 
Z Velocity[A/fs],  -0.013072,   0.012611,   0.097540,  -0.097149,  
Speed[A/fs],   0.172851,   0.168514,   0.698691,   0.673708,  
 
C2H2_14r186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0928890705,    2.2077028751,    0.9995982246,    0.9999486195,  
Time[fs],  61.671000,  61.293000,  26.770000,  26.782000,  
Charge Sum,    6.3001387897, 
X Velocity[A/fs],  -0.169354,   0.169087,  -0.693993,   0.672808,  
Y Velocity[A/fs],   0.004476,  -0.009720,  -0.027092,   0.047535, 
Z Velocity[A/fs],  -0.005609,   0.009395,   0.054620,  -0.071250,  
Speed[A/fs],   0.169506,   0.169626,   0.696666,   0.678238,  
 
C2H2_14r13,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3574929237,    1.8849713802,    0.9995202305,    0.9999200329,  
Time[fs],  62.685000,  61.692000,  26.821000,  26.827000,  
Charge Sum,    6.2419045674, 
X Velocity[A/fs],  -0.165522,   0.167528,  -0.691819,   0.673087,  
Y Velocity[A/fs],  -0.008979,   0.000892,   0.041810,   0.029910, 
Z Velocity[A/fs],   0.007131,   0.002795,  -0.045932,  -0.046274,  
Speed[A/fs],   0.165918,   0.167553,   0.694602,   0.675339,  
 
C2H2_14r102,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.6843736172,    2.6669600010,    0.9992895458,    0.9999318896,  
Time[fs],  60.285000,  62.359000,  26.861000,  26.804000,  
Charge Sum,    6.3505550535, 
X Velocity[A/fs],  -0.173927,   0.164866,  -0.696316,   0.666280,  
Y Velocity[A/fs],   0.004503,  -0.003264,  -0.074765,   0.071821, 
Z Velocity[A/fs],  -0.002449,   0.004278,   0.079189,  -0.066445,  
Speed[A/fs],   0.174003,   0.164953,   0.704781,   0.673426,  
 
C2H2_14r12,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0043158531,    2.3760347366,    0.9990967064,    0.9999642335,  
Time[fs],  59.409000,  60.851000,  26.711000,  26.611000,  
Charge Sum,    6.3794115297, 
X Velocity[A/fs],  -0.177450,   0.170143,  -0.696649,   0.674439,  
Y Velocity[A/fs],   0.004925,   0.002445,  -0.043208,  -0.037008, 
Z Velocity[A/fs],  -0.007779,   0.007903,   0.072604,  -0.024030,  
Speed[A/fs],   0.177689,   0.170344,   0.701754,   0.675881,  
 
C2H2_14r28,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9194550514,    2.4023890495,    0.9995945905,    0.9999577352,  
Time[fs],  60.003000,  62.722000,  26.725000,  26.751000,  
Charge Sum,    6.3213964266, 
X Velocity[A/fs],  -0.175548,   0.164188,  -0.692857,   0.671678,  
Y Velocity[A/fs],  -0.006179,  -0.002238,   0.053529,   0.037205, 
Z Velocity[A/fs],   0.002048,   0.002921,  -0.076969,   0.038812,  
Speed[A/fs],   0.175668,   0.164229,   0.699172,   0.673826,  
 
C2H2_14r159,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6649523973,    1.6679251194,    0.9990521187,    0.9998738268,  
Time[fs],  62.078000,  61.400000,  26.854000,  26.918000,  
Charge Sum,    6.3318034622, 
X Velocity[A/fs],  -0.166622,   0.167969,  -0.699652,   0.672732,  
Y Velocity[A/fs],   0.008452,  -0.005540,  -0.073038,   0.079410, 
Z Velocity[A/fs],   0.005175,  -0.004097,  -0.037038,   0.050236,  
Speed[A/fs],   0.166916,   0.168110,   0.704429,   0.679263,  
 
C2H2_14r140,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7473034859,    2.4447377920,    0.9994410158,    0.9998980973,  
Time[fs],  61.204000,  64.099000,  26.684000,  26.907000,  
Charge Sum,    6.1913803909, 
X Velocity[A/fs],  -0.170149,   0.158418,  -0.679989,   0.666276,  
Y Velocity[A/fs],   0.006241,   0.001159,  -0.049861,  -0.024115, 
Z Velocity[A/fs],   0.007413,  -0.002765,  -0.067453,   0.035636,  
Speed[A/fs],   0.170425,   0.158446,   0.685143,   0.667664,  
 
C2H2_14r196,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9600710869,    2.3551568985,    0.9991603572,    0.9999083679,  
Time[fs],  60.904000,  61.665000,  26.853000,  26.985000,  
Charge Sum,    6.3142967105, 
X Velocity[A/fs],  -0.172464,   0.167995,  -0.690991,   0.667684,  
Y Velocity[A/fs],  -0.004176,   0.006462,   0.058598,  -0.088514, 
Z Velocity[A/fs],  -0.004316,   0.008949,   0.085406,  -0.082773,  
Speed[A/fs],   0.172568,   0.168357,   0.698711,   0.678593,  
 
C2H2_14r25,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0421020985,    2.1736965179,    0.9993790747,    0.9999247269,  
Time[fs],  62.126000,  62.469000,  26.779000,  26.869000,  
Charge Sum,    6.2151024179, 
X Velocity[A/fs],  -0.167706,   0.164788,  -0.690338,   0.671149,  
Y Velocity[A/fs],  -0.007850,   0.002849,   0.050763,  -0.038279, 
Z Velocity[A/fs],   0.006747,   0.000114,   0.016946,  -0.043040,  
Speed[A/fs],   0.168026,   0.164813,   0.692410,   0.673616,  
 
C2H2_14r9,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2368739843,    2.0866500139,    0.9990359464,    0.9999290921,  
Time[fs],  60.111000,  61.673000,  26.935000,  26.897000,  
Charge Sum,    6.3224890368, 
X Velocity[A/fs],  -0.175503,   0.168853,  -0.697528,   0.663349,  
Y Velocity[A/fs],  -0.002909,  -0.000514,   0.054126,  -0.043636, 
Z Velocity[A/fs],  -0.003728,   0.006632,   0.088208,  -0.070314,  
Speed[A/fs],   0.175567,   0.168984,   0.705163,   0.668491,  
 
C2H2_14r76,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7294170856,    2.6021783352,    0.9994229036,    0.9999358262,  
Time[fs],  61.300000,  61.805000,  26.834000,  26.806000,  
Charge Sum,    6.3309541506, 
X Velocity[A/fs],  -0.170290,   0.166422,  -0.688947,   0.674202,  
Y Velocity[A/fs],  -0.009621,   0.002859,   0.084603,  -0.075573, 
Z Velocity[A/fs],  -0.002814,   0.004119,   0.063820,  -0.069247,  
Speed[A/fs],   0.170585,   0.166498,   0.697050,   0.681949,  
 
C2H2_14r148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2269340754,    2.1521401405,    0.9996061210,    0.9999494563,  
Time[fs],  58.693000,  61.781000,  26.785000,  26.668000,  
Charge Sum,    6.3786297932, 
X Velocity[A/fs],  -0.180361,   0.167814,  -0.699703,   0.662328,  
Y Velocity[A/fs],   0.006420,  -0.005586,  -0.088631,   0.062364, 
Z Velocity[A/fs],  -0.005479,   0.004759,   0.086649,  -0.058396,  
Speed[A/fs],   0.180559,   0.167975,   0.710597,   0.667815,  
 
C2H2_14r30,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8295927048,    2.4680976868,    0.9992487236,    0.9999494631,  
Time[fs],  59.372000,  63.688000,  26.787000,  26.945000,  
Charge Sum,    6.2968885783, 
X Velocity[A/fs],  -0.178015,   0.161192,  -0.693344,   0.659060,  
Y Velocity[A/fs],   0.003227,   0.000613,  -0.056165,   0.015335, 
Z Velocity[A/fs],   0.006038,  -0.005802,  -0.046724,   0.057481,  
Speed[A/fs],   0.178147,   0.161298,   0.697183,   0.661740,  
 
C2H2_14r124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2625335455,    1.9451043606,    0.9994096286,    0.9998704780,  
Time[fs],  62.232000,  62.646000,  26.838000,  26.956000,  
Charge Sum,    6.2069180127, 
X Velocity[A/fs],  -0.167426,   0.164619,  -0.688029,   0.666704,  
Y Velocity[A/fs],   0.009418,  -0.007722,  -0.060077,   0.062211, 
Z Velocity[A/fs],  -0.002624,  -0.001774,   0.025233,   0.014559,  
Speed[A/fs],   0.167711,   0.164810,   0.691108,   0.669758,  
 
C2H2_14r179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4090418816,    1.9490647316,    0.9993174258,    0.9999329216,  
Time[fs],  58.928000,  62.102000,  26.685000,  26.728000,  
Charge Sum,    6.3573569605, 
X Velocity[A/fs],  -0.178686,   0.165660,  -0.698888,   0.671165,  
Y Velocity[A/fs],  -0.011120,   0.005965,   0.091004,  -0.060569, 
Z Velocity[A/fs],   0.002930,  -0.001272,  -0.003965,  -0.027097,  
Speed[A/fs],   0.179056,   0.165772,   0.704799,   0.674437,  
 
C2H2_14r156,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1064664125,    2.2128547430,    0.9985171597,    0.9998972612,  
Time[fs],  60.776000,  61.287000,  26.927000,  26.939000,  
Charge Sum,    6.3177355765, 
X Velocity[A/fs],  -0.173167,   0.170260,  -0.701889,   0.663352,  
Y Velocity[A/fs],  -0.000946,   0.011519,   0.002180,  -0.065478, 
Z Velocity[A/fs],  -0.000731,  -0.007687,   0.033345,   0.062304,  
Speed[A/fs],   0.173171,   0.170822,   0.702684,   0.669481,  
 
C2H2_14r187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1170349121,    2.2214472294,    0.9993133086,    0.9999401446,  
Time[fs],  60.719000,  61.181000,  26.848000,  26.879000,  
Charge Sum,    6.3377355947, 
X Velocity[A/fs],  -0.173197,   0.170104,  -0.689763,   0.662461,  
Y Velocity[A/fs],   0.005145,   0.008030,  -0.037312,  -0.058878, 
Z Velocity[A/fs],   0.011698,  -0.012811,  -0.092315,   0.093810,  
Speed[A/fs],   0.173668,   0.170775,   0.696913,   0.671656,  
 
C2H2_14r135,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7559220791,    2.5831664801,    0.9994859063,    0.9999058995,  
Time[fs],  62.310000,  60.522000,  27.043000,  26.800000,  
Charge Sum,    6.3384803650, 
X Velocity[A/fs],  -0.167103,   0.171691,  -0.690928,   0.671805,  
Y Velocity[A/fs],   0.012388,  -0.006228,  -0.074924,   0.042013, 
Z Velocity[A/fs],  -0.002231,   0.004807,   0.053916,  -0.065672,  
Speed[A/fs],   0.167576,   0.171871,   0.697066,   0.676314,  
 
C2H2_14r62,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1819683313,    2.2325516939,    0.9991339396,    0.9999615661,  
Time[fs],  59.891000,  59.466000,  26.810000,  26.647000,  
Charge Sum,    6.4136155309, 
X Velocity[A/fs],  -0.175642,   0.175886,  -0.700619,   0.668470,  
Y Velocity[A/fs],   0.002787,  -0.007260,   0.010309,   0.059412, 
Z Velocity[A/fs],  -0.010173,   0.011360,   0.090779,  -0.089372,  
Speed[A/fs],   0.175959,   0.176402,   0.706550,   0.677030,  
 
C2H2_14r195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3410292864,    2.0119612217,    0.9995023749,    0.9998925517,  
Time[fs],  61.961000,  59.722000,  26.964000,  26.761000,  
Charge Sum,    6.3523854347, 
X Velocity[A/fs],  -0.168499,   0.175662,  -0.694752,   0.665832,  
Y Velocity[A/fs],   0.004041,  -0.002301,  -0.061445,   0.064872, 
Z Velocity[A/fs],  -0.009019,   0.009941,   0.073157,  -0.082095,  
Speed[A/fs],   0.168788,   0.175958,   0.701290,   0.674003,  
 
C2H2_14r121,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8279817104,    2.5784231424,    0.9989029593,    0.9999737778,  
Time[fs],  59.682000,  60.502000,  26.718000,  26.675000,  
Charge Sum,    6.4052815900, 
X Velocity[A/fs],  -0.176122,   0.171283,  -0.700840,   0.666677,  
Y Velocity[A/fs],   0.005068,  -0.007980,  -0.071832,   0.085044, 
Z Velocity[A/fs],  -0.002415,   0.011808,   0.027562,  -0.077997,  
Speed[A/fs],   0.176211,   0.171875,   0.705051,   0.676590,  
 
C2H2_14r115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3809996843,    1.9439082146,    0.9986444027,    0.9999258097,  
Time[fs],  61.200000,  61.412000,  26.929000,  26.843000,  
Charge Sum,    6.3234781113, 
X Velocity[A/fs],  -0.171446,   0.169850,  -0.702419,   0.667182,  
