C4H10_14r45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
C4H10_14r22,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1552841663,    1.3461744785,    1.7328417301,    2.1322246790,    0.9994627664,    0.9974806407,    0.9657257982,    0.9995986772,    0.9971206365,    0.9991960153,    0.9983564104,    0.9971924548,    0.9997968833,    0.9999550869,  
Time[fs],  70.519000,  76.673000,  65.117000,  69.158000,  28.781000,  29.438000,  26.738000,  28.062000,  29.105000,  29.390000,  28.038000,  28.533000,  30.163000,  27.178000,  
Charge Sum,   17.3204104235, 
X Velocity[A/fs],  -0.167330,  -0.104442,   0.107630,   0.171224,  -0.297628,  -0.456143,  -0.848193,  -0.083677,  -0.571254,   0.529017,   0.040531,   0.184467,   0.488087,   0.833697,  
Y Velocity[A/fs],  -0.137651,   0.139369,   0.179424,  -0.152777,  -0.761745,  -0.188432,  -0.011033,   0.128218,   0.722263,   0.716080,   0.273726,  -0.784353,  -0.270996,  -0.046009, 
Z Velocity[A/fs],   0.079043,  -0.137927,   0.121199,  -0.045547,  -0.367777,   0.755257,  -0.123162,  -0.876944,   0.038970,  -0.202884,   0.835786,   0.339805,  -0.707892,   0.260304,  
Speed[A/fs],   0.230640,   0.222161,   0.241799,   0.233951,   0.896715,   0.902212,   0.857160,   0.890209,   0.921691,   0.913122,   0.880402,   0.874474,   0.901543,   0.874601,  
 
C4H10_14r24,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.7251946926,    1.8935606480,    1.9830274582,    2.0256088972,    0.9996707860,    0.9969519272,    0.9578601643,    0.9986894218,    0.9965790799,    0.9976244855,    0.9975827008,    0.9989457957,    0.9997929546,    0.9998749044,  
Time[fs],  66.382000,  70.076000,  70.133000,  68.068000,  28.444000,  29.525000,  26.807000,  27.841000,  29.616000,  28.386000,  28.090000,  28.941000,  29.557000,  26.812000,  
Charge Sum,   17.5709639163, 
X Velocity[A/fs],  -0.178083,  -0.125468,   0.117705,   0.172752,  -0.217325,  -0.415213,  -0.845628,  -0.138258,  -0.587134,   0.448065,   0.066012,   0.262431,   0.430458,   0.863402,  
Y Velocity[A/fs],  -0.146756,   0.161003,   0.161410,  -0.156270,  -0.804217,  -0.289239,  -0.095937,   0.264208,   0.701186,   0.751052,   0.169974,  -0.755448,  -0.193365,   0.032855, 
Z Velocity[A/fs],   0.016920,  -0.146883,   0.157781,  -0.051893,  -0.359776,   0.750545,  -0.077931,  -0.855587,   0.176338,  -0.089386,   0.856791,   0.391065,  -0.735300,   0.106228,  
Speed[A/fs],   0.231381,   0.251473,   0.254564,   0.238655,   0.907433,   0.905195,   0.854613,   0.906063,   0.931388,   0.879108,   0.875979,   0.890227,   0.873700,   0.870533,  
 
C4H10_14r12,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8374788761,    1.7174088955,    1.6569612026,    1.8815002441,    0.9993600173,    0.9934976641,    0.9590263925,    0.9992804876,    0.9998078955,    0.9995965921,    0.9968922730,    0.9967575830,    0.9996355748,    0.9999301874,  
Time[fs],  69.302000,  69.123000,  68.884000,  67.691000,  28.175000,  29.930000,  26.922000,  28.246000,  28.849000,  29.830000,  28.206000,  28.632000,  29.896000,  27.076000,  
Charge Sum,   17.0371338856, 
X Velocity[A/fs],  -0.162326,  -0.122649,   0.100841,   0.173922,  -0.213616,  -0.506071,  -0.836822,  -0.073823,  -0.531694,   0.586759,   0.072969,   0.189157,   0.453564,   0.849232,  
Y Velocity[A/fs],  -0.162320,   0.163840,   0.163591,  -0.138470,  -0.823444,  -0.167788,   0.005946,   0.154189,   0.736010,   0.694538,   0.180957,  -0.788699,  -0.229169,  -0.069741, 
Z Velocity[A/fs],   0.014162,  -0.113968,   0.124266,  -0.026807,  -0.295616,   0.733495,  -0.199393,  -0.870135,   0.108569,  -0.109145,   0.837614,   0.333127,  -0.729511,   0.214755,  
Speed[A/fs],   0.229996,   0.234254,   0.228851,   0.223923,   0.900600,   0.906794,   0.860269,   0.886769,   0.914438,   0.915741,   0.860039,   0.876812,   0.889058,   0.878737,  
 
C4H10_14r34,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9329955578,    1.9063045979,    1.7209875584,    1.8579251766,    0.9995007062,    0.9977474643,    0.9767205324,    0.9995538251,    0.9976497311,    0.9997072657,    0.9986090927,    0.9979170964,    0.9977319278,    0.9933547936,  
Time[fs],  66.912000,  69.308000,  72.395000,  64.673000,  28.471000,  30.365000,  27.069000,  27.986000,  30.109000,  29.712000,  27.975000,  28.755000,  30.504000,  27.610000,  
Charge Sum,   17.3767053259, 
X Velocity[A/fs],  -0.176803,  -0.096167,   0.109743,   0.183879,  -0.219166,  -0.541770,  -0.821981,  -0.156761,  -0.621932,   0.565911,   0.007763,   0.072576,   0.550211,   0.800601,  
Y Velocity[A/fs],  -0.147304,   0.164581,   0.152231,  -0.143159,  -0.795254,  -0.217659,  -0.104690,   0.238877,   0.677820,   0.696264,   0.219932,  -0.811784,  -0.200101,  -0.097753, 
Z Velocity[A/fs],   0.021093,  -0.147047,   0.145774,  -0.034309,  -0.389186,   0.702741,  -0.205016,  -0.861056,   0.179962,  -0.184010,   0.848668,   0.336794,  -0.687221,   0.318245,  
Speed[A/fs],   0.231090,   0.240745,   0.237630,   0.235549,   0.912101,   0.913639,   0.853607,   0.907223,   0.937351,   0.915914,   0.876737,   0.881868,   0.902798,   0.867063,  
 
C4H10_14r29,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9553732872,    1.6090478897,    1.6186563969,    2.1975642443,    0.9997101785,    0.9997311677,    0.9887079680,    0.9997359951,    0.9982011017,    0.9998657832,    0.9985668551,    0.9991524777,    0.9996690758,    0.9999404228,  
Time[fs],  66.759000,  69.160000,  72.572000,  69.224000,  27.965000,  30.785000,  27.359000,  28.206000,  29.143000,  29.538000,  28.078000,  29.016000,  29.168000,  27.203000,  
Charge Sum,   17.3639228435, 
X Velocity[A/fs],  -0.179398,  -0.107553,   0.099110,   0.171070,  -0.217963,  -0.606652,  -0.819139,  -0.117554,  -0.554051,   0.555831,   0.132637,   0.251745,   0.421646,   0.836067,  
Y Velocity[A/fs],  -0.140373,   0.163565,   0.143640,  -0.134925,  -0.843058,  -0.151855,  -0.081495,   0.201163,   0.717094,   0.709511,   0.088008,  -0.755867,  -0.163319,  -0.111323, 
Z Velocity[A/fs],   0.032180,  -0.133742,   0.157728,  -0.076794,  -0.177889,   0.665393,  -0.293944,  -0.869574,   0.146854,  -0.171711,   0.851374,   0.358352,  -0.761805,   0.164813,  
Speed[A/fs],   0.230052,   0.237082,   0.235231,   0.231013,   0.888763,   0.913145,   0.874090,   0.900247,   0.918021,   0.917517,   0.866127,   0.873571,   0.885893,   0.859398,  
 
C4H10_14r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1101627350,    1.5696241856,    1.7378773689,    1.8458073139,    0.9995600916,    0.9974854137,    0.9820935745,    0.9995441755,    0.9998978094,    0.9993142594,    0.9969453779,    0.9972002106,    0.9971678632,    0.9998313001,  
Time[fs],  67.968000,  78.883000,  78.479000,  72.025000,  28.482000,  29.089000,  27.350000,  28.160000,  28.634000,  29.069000,  28.294000,  28.480000,  28.796000,  27.003000,  
Charge Sum,   17.2325116794, 
X Velocity[A/fs],  -0.173157,  -0.123500,   0.117092,   0.158223,  -0.255260,  -0.482118,  -0.823317,  -0.210832,  -0.521019,   0.531789,   0.179951,   0.228401,   0.406324,   0.846250,  
Y Velocity[A/fs],  -0.135657,   0.135030,   0.137357,  -0.127310,  -0.811913,  -0.066130,  -0.141235,   0.188451,   0.726789,   0.714689,   0.032289,  -0.808196,  -0.084961,  -0.066255, 
Z Velocity[A/fs],   0.090688,  -0.136070,   0.137068,  -0.092567,  -0.262951,   0.773483,  -0.200838,  -0.853445,   0.112206,  -0.022851,   0.837390,   0.221403,  -0.773219,   0.123243,  
Speed[A/fs],   0.237930,   0.228036,   0.226639,   0.223184,   0.890788,   0.913831,   0.859147,   0.899073,   0.901262,   0.891124,   0.857115,   0.868543,   0.877602,   0.857740,  
 
C4H10_14r23,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.6984257698,    1.7295935154,    1.7523818016,    1.9841654301,    0.9990986377,    0.9971708786,    0.9646321014,    0.9995925972,    0.9979586876,    0.9998344257,    0.9986336138,    0.9967200982,    0.9998774467,    0.9960956511,  
Time[fs],  69.463000,  72.661000,  70.652000,  63.653000,  28.605000,  29.940000,  26.789000,  28.156000,  29.073000,  30.106000,  28.019000,  28.760000,  30.354000,  27.945000,  
Charge Sum,   17.1141806548, 
X Velocity[A/fs],  -0.166705,  -0.121176,   0.081052,   0.190029,  -0.304634,  -0.477714,  -0.843839,  -0.072249,  -0.528127,   0.591730,   0.046852,   0.078797,   0.551446,   0.771921,  
Y Velocity[A/fs],  -0.141072,   0.151549,   0.160384,  -0.144897,  -0.777781,  -0.255439,   0.010065,   0.230591,   0.726522,   0.676559,   0.164390,  -0.839808,  -0.170749,  -0.164974, 
Z Velocity[A/fs],   0.016617,  -0.142831,   0.130597,  -0.012823,  -0.394739,   0.726846,  -0.148278,  -0.867691,   0.154988,  -0.119028,   0.851661,   0.126502,  -0.689779,   0.322572,  
Speed[A/fs],   0.219016,   0.240939,   0.222144,   0.239313,   0.923885,   0.906512,   0.856827,   0.900711,   0.911468,   0.906666,   0.868646,   0.852930,   0.899469,   0.852720,  
 
C4H10_14r35,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1986999512,    1.4515993595,    2.0062289238,    1.8378522396,    0.9996470168,    0.9978032017,    0.9717618469,    0.9984238102,    0.9980368235,    0.9997630662,    0.9983439996,    0.9972224850,    0.9984174469,    0.9872745462,  
Time[fs],  66.764000,  74.708000,  67.740000,  69.489000,  28.584000,  29.086000,  26.868000,  27.932000,  29.427000,  30.065000,  28.169000,  28.049000,  30.518000,  28.505000,  
Charge Sum,   17.4410747170, 
X Velocity[A/fs],  -0.179099,  -0.123752,   0.104760,   0.166267,  -0.320697,  -0.444446,  -0.839632,  -0.097138,  -0.559208,   0.600125,   0.142776,   0.152643,   0.619973,   0.736934,  
Y Velocity[A/fs],  -0.134580,   0.135310,   0.170275,  -0.130309,  -0.783790,  -0.190969,  -0.057272,   0.177894,   0.718639,   0.679620,   0.158874,  -0.849109,  -0.058077,  -0.261538, 
Z Velocity[A/fs],   0.083463,  -0.151070,   0.142711,  -0.070622,  -0.301942,   0.770433,  -0.158906,  -0.871204,   0.184035,  -0.146685,   0.847311,  -0.012900,  -0.662060,   0.340863,  
Speed[A/fs],   0.239069,   0.237583,   0.245631,   0.222739,   0.899079,   0.909708,   0.856454,   0.894471,   0.928991,   0.918449,   0.873820,   0.862816,   0.908880,   0.853030,  
 
C4H10_14r15,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9786007404,    1.9131431580,    1.8669347763,    2.1428974867,    0.9968340907,    0.9995826406,    0.9146819189,    0.9988605981,    0.9965758349,    0.9955544951,    0.9967974441,    0.9963203694,    0.9997743726,    0.9997967012,  
Time[fs],  66.651000,  69.998000,  63.678000,  66.888000,  29.296000,  28.430000,  26.611000,  28.028000,  29.250000,  28.825000,  28.192000,  27.893000,  29.998000,  26.895000,  
Charge Sum,   17.7963546271, 
X Velocity[A/fs],  -0.178104,  -0.132172,   0.115041,   0.177047,  -0.309683,  -0.314650,  -0.871672,  -0.142068,  -0.570809,   0.505855,   0.030237,   0.153145,   0.509627,   0.855980,  
Y Velocity[A/fs],  -0.136218,   0.138643,   0.186796,  -0.171807,  -0.737090,  -0.305910,   0.000614,   0.110089,   0.722953,   0.736588,   0.220103,  -0.847557,  -0.204900,  -0.059202, 
Z Velocity[A/fs],   0.089918,  -0.168423,   0.120809,  -0.020564,  -0.408302,   0.797663,  -0.046882,  -0.891752,   0.164992,  -0.146626,   0.849460,   0.231952,  -0.710492,   0.189553,  
Speed[A/fs],   0.241581,   0.255064,   0.250444,   0.247561,   0.897728,   0.910413,   0.872932,   0.909683,   0.935791,   0.905511,   0.878033,   0.891969,   0.898055,   0.878714,  
 
C4H10_14r13,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9207403660,    2.0560340881,    1.6310386658,    2.0457013845,    0.9991095936,    0.9948110408,    0.9860206414,    0.9994861090,    0.9956118879,    0.9963696867,    0.9979769464,    0.9971981789,    0.9996579223,    0.9926729435,  
Time[fs],  68.791000,  65.364000,  70.757000,  69.737000,  28.266000,  29.937000,  27.051000,  28.208000,  29.886000,  28.555000,  28.136000,  28.246000,  30.041000,  27.560000,  
Charge Sum,   17.6124294549, 
X Velocity[A/fs],  -0.170427,  -0.118071,   0.116162,   0.167629,  -0.259380,  -0.490110,  -0.826096,  -0.121019,  -0.579525,   0.455857,   0.082003,   0.160135,   0.592862,   0.809061,  
Y Velocity[A/fs],  -0.158956,   0.180981,   0.126920,  -0.143170,  -0.808711,  -0.244388,  -0.082385,   0.272908,   0.692956,   0.759716,   0.060625,  -0.851177,  -0.021526,  -0.115458, 
Z Velocity[A/fs],   0.032608,  -0.130400,   0.164908,  -0.100754,  -0.346067,   0.735416,  -0.232121,  -0.860224,   0.233855,  -0.063614,   0.858629,   0.156326,  -0.680525,   0.263783,  
Speed[A/fs],   0.235321,   0.252387,   0.238321,   0.242381,   0.917090,   0.916936,   0.862033,   0.910555,   0.933126,   0.888268,   0.864663,   0.880104,   0.902808,   0.858774,  
 
C4H10_14r41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8936512470,    1.6673297882,    1.6419644356,    1.9632663727,    0.9961003023,    0.9967967896,    0.9840100314,    0.9993258872,    0.9956809296,    0.9991855096,    0.9976912360,    0.9963880079,    0.9969730696,    0.9912871504,  
Time[fs],  67.652000,  76.388000,  73.089000,  65.896000,  29.015000,  29.331000,  27.148000,  28.388000,  29.608000,  29.013000,  28.324000,  28.282000,  30.834000,  28.579000,  
Charge Sum,   17.1196507572, 
X Velocity[A/fs],  -0.173954,  -0.111755,   0.094565,   0.180840,  -0.315720,  -0.488182,  -0.825408,  -0.088182,  -0.558688,   0.504338,   0.039752,   0.136453,   0.617867,   0.734163,  
Y Velocity[A/fs],  -0.131582,   0.138184,   0.152711,  -0.141269,  -0.761729,  -0.110146,  -0.068390,   0.125827,   0.709966,   0.723886,   0.172148,  -0.853588,  -0.049988,  -0.268195, 
Z Velocity[A/fs],   0.074890,  -0.147509,   0.131330,  -0.029901,  -0.335572,   0.762089,  -0.233995,  -0.868309,   0.072114,  -0.048146,   0.840140,   0.033373,  -0.657313,   0.360189,  
Speed[A/fs],   0.230613,   0.230961,   0.222510,   0.231417,   0.890235,   0.911720,   0.860656,   0.881799,   0.906302,   0.883564,   0.858517,   0.865069,   0.903504,   0.860616,  
 
C4H10_14r25,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9437036514,    2.0173685551,    1.4776885509,    1.8754525185,    0.9992241099,    0.9997842175,    0.9760336075,    0.9996748671,    0.9985319328,    0.9988465625,    0.9992044558,    0.9991890198,    0.9998834938,    0.9999694837,  
Time[fs],  68.700000,  69.365000,  73.485000,  67.183000,  30.013000,  30.635000,  26.657000,  28.208000,  29.526000,  28.855000,  27.937000,  27.997000,  30.009000,  27.127000,  
Charge Sum,   17.2845550263, 
X Velocity[A/fs],  -0.169691,  -0.106064,   0.089711,   0.175519,  -0.268471,  -0.469522,  -0.861123,  -0.004640,  -0.583039,   0.513370,   0.028097,   0.100301,   0.515445,   0.839304,  
Y Velocity[A/fs],  -0.155744,   0.164349,   0.147992,  -0.147337,  -0.672001,  -0.388400,   0.026212,   0.283594,   0.708891,   0.730555,   0.140906,  -0.841659,  -0.174723,  -0.041041, 
Z Velocity[A/fs],   0.040926,  -0.147722,   0.143452,  -0.012041,  -0.539474,   0.688864,  -0.079041,  -0.856213,   0.113690,  -0.032146,   0.864645,   0.255461,  -0.705198,   0.242906,  
Speed[A/fs],   0.233936,   0.245116,   0.224785,   0.229478,   0.902605,   0.919696,   0.865140,   0.901968,   0.924871,   0.893472,   0.876502,   0.885274,   0.890795,   0.874710,  
 
